,STATION,DATE,ENTRIES,EXITS
605,161/YANKEE STAD,05/20,870420867244,828807076271
606,161/YANKEE STAD,06/20,1094022448427,1054906862902
607,161/YANKEE STAD,07/20,1128656624657,1088990555548
608,161/YANKEE STAD,08/20,1132599903512,1091847588042
609,161/YANKEE STAD,09/20,1092254125045,1053864433035
610,161/YANKEE STAD,10/20,1130476095736,1090074481298
611,161/YANKEE STAD,11/20,1095769874781,1055963338011
612,161/YANKEE STAD,12/20,1137862683758,1096199593219
613,161/YANKEE STAD,01/21,1130577177835,1090129543183
614,161/YANKEE STAD,02/21,1021201644959,984651092878
615,161/YANKEE STAD,03/21,938584792940,905544380429
616,163 ST-AMSTERDM,12/18,1120901531,602346492
617,163 ST-AMSTERDM,01/19,3524513089,1898688521
618,163 ST-AMSTERDM,02/19,3167065679,1711283955
619,163 ST-AMSTERDM,03/19,3583459993,1942469756
620,163 ST-AMSTERDM,04/19,3452799397,1878409375
621,163 ST-AMSTERDM,05/19,3570164887,1949286687
622,163 ST-AMSTERDM,06/19,3468555219,1904794163
623,163 ST-AMSTERDM,07/19,3654164308,2010293090
624,163 ST-AMSTERDM,08/19,3656130465,2018091364
625,163 ST-AMSTERDM,09/19,3540460678,1960850056
626,163 ST-AMSTERDM,10/19,3681581697,2045764551
627,163 ST-AMSTERDM,11/19,3585071150,1997282204
628,163 ST-AMSTERDM,12/19,3726882656,2083130208
629,163 ST-AMSTERDM,01/20,3728968551,2092254190
630,163 ST-AMSTERDM,02/20,3528003379,1987788238
631,163 ST-AMSTERDM,03/20,3770680615,2132851578
632,163 ST-AMSTERDM,04/20,3674002257,2081657299
633,163 ST-AMSTERDM,05/20,3788257772,2144877751
634,163 ST-AMSTERDM,06/20,3680421898,2090692862
635,163 ST-AMSTERDM,07/20,3108118344,2108791988
636,163 ST-AMSTERDM,08/20,2104054066,1608674284
637,163 ST-AMSTERDM,09/20,2028428638,1491520368
638,163 ST-AMSTERDM,10/20,2103617078,1550696547
639,163 ST-AMSTERDM,11/20,2043278410,1509929438
640,163 ST-AMSTERDM,12/20,2118709261,1569231914
641,163 ST-AMSTERDM,01/21,2125482017,1578583852
642,163 ST-AMSTERDM,02/21,1994658758,1485504342
643,163 ST-AMSTERDM,03/21,1793873730,1339309958
644,167 ST,12/18,2220091557,1740639315
645,167 ST,01/19,287496320801,140897420848
646,167 ST,02/19,307729703761,150517012096
647,167 ST,03/19,350999257464,170325387430
648,167 ST,04/19,332710761315,161254424570
649,167 ST,05/19,339995122224,164814719937
650,167 ST,06/19,512826591231,341658318784
651,167 ST,07/19,689371433955,511844690502
652,167 ST,08/19,682158670225,506502358704
653,167 ST,09/19,671238607419,498412602201
654,167 ST,10/19,689567799489,512034484741
655,167 ST,11/19,660513225728,490475627377
656,167 ST,12/19,685239726023,504084677457
657,167 ST,01/20,693394600778,514928256508
658,167 ST,02/20,638772633185,474379594468
659,167 ST,03/20,675357398073,501563783338
660,167 ST,04/20,657126428100,488033912635
661,167 ST,05/20,675395557009,501610235280
662,167 ST,06/20,655308151538,486230422530
663,167 ST,07/20,679086663308,504375635968
664,167 ST,08/20,679116023910,504414631110
665,167 ST,09/20,657229640381,488170749512
666,167 ST,10/20,679166458127,504481917714
667,167 ST,11/20,660915223640,490941354002
668,167 ST,12/20,679170753852,504521680771
669,167 ST,01/21,679253328055,504595311780
670,167 ST,02/21,617171242036,458489319290
671,167 ST,03/21,566087997243,420553089797
672,168 ST,12/18,9477139406,4698391913
673,168 ST,01/19,17455481039,10113877656
674,168 ST,02/19,14439787359,8646089431
675,168 ST,03/19,16172744136,9676037563
676,168 ST,04/19,16060672203,9709806941
677,168 ST,05/19,15433940255,9081583368
678,168 ST,06/19,15882144227,9511100418
679,168 ST,07/19,16802177741,10256545691
680,168 ST,08/19,16432214088,9138372647
681,168 ST,09/19,13216637279,2051134471
682,168 ST,10/19,13890558216,2152826187
683,168 ST,11/19,13951766188,2124620293
684,168 ST,12/19,15159089053,5916204476
685,168 ST,01/20,15312985240,6634432864
686,168 ST,02/20,14135370462,5563916784
687,168 ST,03/20,15288605916,6044848018
688,168 ST,04/20,14734680044,5851809756
689,168 ST,05/20,15237883547,6042041517
690,168 ST,06/20,14782071634,5875232989
691,168 ST,07/20,15281189392,6117410502
692,168 ST,08/20,15336380424,6127690393
693,168 ST,09/20,14826100262,5935463669
694,168 ST,10/20,15537323349,6217850300
695,168 ST,11/20,14629639022,5926492420
696,168 ST,12/20,14967724790,6071102294
697,168 ST,01/21,14591693720,5851622691
698,168 ST,02/21,13288475455,5236531966
699,168 ST,03/21,12189334525,4860832899
700,169 ST,12/18,1747101307,1140594341
701,169 ST,01/19,5425201463,3544402867
702,169 ST,02/19,4911599651,3208144135
703,169 ST,03/19,5384427636,3522422465
704,169 ST,04/19,5293011428,3466809516
705,169 ST,05/19,5520743481,3628883210
706,169 ST,06/19,5404614349,3562882859
707,169 ST,07/19,5585294297,3684294977
708,169 ST,08/19,5652544313,3738549200
709,169 ST,09/19,5481755678,3643841035
710,169 ST,10/19,5699899846,3790890652
711,169 ST,11/19,5605999745,3736508226
712,169 ST,12/19,5792611376,3876634865
713,169 ST,01/20,5797741602,3888945805
714,169 ST,02/20,5490753542,3691725373
715,169 ST,03/20,5876598420,3955196863
716,169 ST,04/20,5689045704,3838948011
717,169 ST,05/20,5882830244,3973263205
718,169 ST,06/20,5699275898,3853666609
719,169 ST,07/20,5899226534,3994702419
720,169 ST,08/20,6646947072,4398542208
721,169 ST,09/20,7579543233,4889737482
722,169 ST,10/20,7300544286,4780397713
723,169 ST,11/20,5789263769,3952555290
724,169 ST,12/20,5938342220,4060185727
725,169 ST,01/21,5983164834,4097793303
726,169 ST,02/21,5400292972,3700158397
727,169 ST,03/21,5019774288,3451745503
728,170 ST,12/18,69690682218,85191175727
729,170 ST,01/19,222726304188,262706251202
730,170 ST,02/19,217436376181,238322769188
731,170 ST,03/19,248456887909,271344152630
732,170 ST,04/19,242961222222,265192357207
733,170 ST,05/19,250763486568,273723514390
734,170 ST,06/19,242753960771,264932987456
735,170 ST,07/19,249392759222,273841048743
736,170 ST,08/19,254978796793,278266447676
737,170 ST,09/19,242822210338,264973683374
738,170 ST,10/19,250881862300,273748330338
739,170 ST,11/19,241759129188,263728655505
740,170 ST,12/19,250729016956,273601874470
741,170 ST,01/20,251403464989,274481927489
742,170 ST,02/20,234153759020,255601130396
743,170 ST,03/20,250241726701,273156340123
744,170 ST,04/20,242314878050,264480058461
745,170 ST,05/20,250406206878,273311447205
746,170 ST,06/20,241070358547,263109712029
747,170 ST,07/20,250246427371,273103569918
748,170 ST,08/20,250472804917,273380708362
749,170 ST,09/20,242409448253,264582364615
750,170 ST,10/20,250565309350,273457182265
751,170 ST,11/20,242491024243,264651207427
752,170 ST,12/20,250829785687,273722650971
753,170 ST,01/21,250614010130,273512510256
754,170 ST,02/21,226453421005,247131694520
755,170 ST,03/21,210491258060,229686098708
756,174 ST,12/18,42960116869,19250496135
757,174 ST,01/19,133176305301,59685932816
758,174 ST,02/19,120283386093,53933868121
759,174 ST,03/19,131902854255,59323254834
760,174 ST,04/19,126657722156,57121254349
761,174 ST,05/19,131594798565,59340852184
762,174 ST,06/19,127399154483,57480473795
763,174 ST,07/19,131639029542,59399433519
764,174 ST,08/19,130976075942,59166275369
765,174 ST,09/19,126752575053,57230238649
766,174 ST,10/19,130313801376,58870682418
767,174 ST,11/19,126796742346,57286829933
768,174 ST,12/19,131038191582,59205010625
769,174 ST,01/20,131062152812,59242418899
770,174 ST,02/20,121930737669,55256888151
771,174 ST,03/20,128439428199,58495931146
772,174 ST,04/20,124969341573,56909186848
773,174 ST,05/20,128449980271,58512649536
774,174 ST,06/20,124289949971,56624738536
775,174 ST,07/20,129137559444,58828791120
776,174 ST,08/20,129140804422,58833396751
777,174 ST,09/20,124982890229,56952197613
778,174 ST,10/20,128466790097,58559763676
779,174 ST,11/20,124991248362,56959076850
780,174 ST,12/20,129171752537,58887387552
781,174 ST,01/21,129179060772,58900235436
782,174 ST,02/21,116679081709,53195881596
783,174 ST,03/21,108355979893,49420780284
784,174-175 STS,12/18,1004037857,461477236
785,174-175 STS,01/19,3229727232,1491141064
786,174-175 STS,02/19,2913595619,1347810822
787,174-175 STS,03/19,3216356165,1487720723
788,174-175 STS,04/19,3261157469,1511798585
789,174-175 STS,05/19,3291444472,1524976614
790,174-175 STS,06/19,2711294836,1269980437
791,174-175 STS,07/19,2574185033,1217280838
792,174-175 STS,08/19,2595363747,1228688211
793,174-175 STS,09/19,2534589280,1201942637
794,174-175 STS,10/19,2658747686,1260984447
795,174-175 STS,11/19,2593071963,1233465675
796,174-175 STS,12/19,2695899186,1283003034
797,174-175 STS,01/20,2711544383,1291313602
798,174-175 STS,02/20,2587317279,1232097563
799,174-175 STS,03/20,2727116886,1296925143
800,174-175 STS,04/20,2659539041,1266055762
801,174-175 STS,05/20,2753486115,1312549264
802,174-175 STS,06/20,2659730094,1268355847
803,174-175 STS,07/20,2767806445,1324374810
804,174-175 STS,08/20,2769463729,1328936681
805,174-175 STS,09/20,2697043760,1297445205
806,174-175 STS,10/20,2798264524,1351673227
807,174-175 STS,11/20,2797524256,1365685402
808,174-175 STS,12/20,2803282928,1361908148
809,174-175 STS,01/21,2818498655,1379681523
810,174-175 STS,02/21,2564675133,1259363312
811,174-175 STS,03/21,2450168396,1198739044
812,175 ST,12/18,22627097338,18376910883
813,175 ST,01/19,70179845877,56989396944
814,175 ST,02/19,63694242296,51807492959
815,175 ST,03/19,71196162748,58270110065
816,175 ST,04/19,69628169638,57076544407
817,175 ST,05/19,72467766058,59264918703
818,175 ST,06/19,68351469597,55588640635
819,175 ST,07/19,70543865279,57163259772
820,175 ST,08/19,70896388367,57554100814
821,175 ST,09/19,68160223213,55123280928
822,175 ST,10/19,71162195090,57924029293
823,175 ST,11/19,68418038137,55198614967
824,175 ST,12/19,70904150966,57387068340
825,175 ST,01/20,70345093466,57104166607
826,175 ST,02/20,66324852041,53749905801
827,175 ST,03/20,70583346279,57181345473
828,175 ST,04/20,68546361520,55340016141
829,175 ST,05/20,71104389102,57506134531
830,175 ST,06/20,68817418671,55656870109
831,175 ST,07/20,71001076326,57520239483
832,175 ST,08/20,71140109874,57535810427
833,175 ST,09/20,68862542990,55694070418
834,175 ST,10/20,71055647488,57564751321
835,175 ST,11/20,68902172572,55726075972
836,175 ST,12/20,71058860041,57469506648
837,175 ST,01/21,70619564204,57111434732
838,175 ST,02/21,63802475443,51599679954
839,175 ST,03/21,58847536695,47605732738
840,176 ST,12/18,966881168,614277069
841,176 ST,01/19,3005148093,1905809237
842,176 ST,02/19,2742167152,1741092870
843,176 ST,03/19,3044597067,1932014998
844,176 ST,04/19,3005836612,1906627502
845,176 ST,05/19,3116232841,1975139424
846,176 ST,06/19,3059771278,1937338055
847,176 ST,07/19,3222136041,2038997687
848,176 ST,08/19,3195292430,2021960518
849,176 ST,09/19,3093928992,1959328981
850,176 ST,10/19,16058272843,11791635249
851,176 ST,11/19,66162210077,50086084354
852,176 ST,12/19,68158888367,51687607688
853,176 ST,01/20,68190190251,51707492140
854,176 ST,02/20,63448483955,48108442955
855,176 ST,03/20,67873508521,51461116789
856,176 ST,04/20,66048541824,50078445578
857,176 ST,05/20,68256596855,51754643479
858,176 ST,06/20,66062177333,50092890491
859,176 ST,07/20,67906258849,51493519178
860,176 ST,08/20,68282620513,51781121258
861,176 ST,09/20,66089836618,50120087352
862,176 ST,10/20,8039069127,5877853770
863,176 ST,11/20,3376656341,2334662932
864,176 ST,12/20,2741721097,1847296295
865,176 ST,01/21,2744443573,1853097179
866,176 ST,02/21,2495762296,1686498003
867,176 ST,03/21,2326141273,1574284347
868,18 AV,12/18,113325238916,50544609568
869,18 AV,01/19,364163944556,156788997661
870,18 AV,02/19,326897645673,140785566381
871,18 AV,03/19,362145894426,155956745805
872,18 AV,04/19,350644862773,150972171833
873,18 AV,05/19,522800083944,267823071087
874,18 AV,06/19,705446599851,398501663726
875,18 AV,07/19,735237284309,415900411273
876,18 AV,08/19,729079677844,411881512192
877,18 AV,09/19,701394843853,395782767963
878,18 AV,10/19,727032482771,410531529481
879,18 AV,11/19,706715113614,404708366913
880,18 AV,12/19,723080475984,415092411261
881,18 AV,01/20,722882289467,414809009344
882,18 AV,02/20,679925031084,390046499922
883,18 AV,03/20,720627655224,413188898256
884,18 AV,04/20,699014472631,400652508168
885,18 AV,05/20,722455377554,414058901122
886,18 AV,06/20,699235644304,400750804844
887,18 AV,07/20,726654982476,416820220811
888,18 AV,08/20,724057817818,414453677541
889,18 AV,09/20,697461599217,399912628585
890,18 AV,10/20,722505960066,414106008412
891,18 AV,11/20,702769977044,402454856940
892,18 AV,12/20,720452148551,412771568691
893,18 AV,01/21,722571313860,414167330662
894,18 AV,02/21,652669175203,374100144854
895,18 AV,03/21,604225065672,346508926102
896,18 ST,12/18,13671880717,44966514915
897,18 ST,01/19,42406904300,139411655527
898,18 ST,02/19,15449168758,42292450334
899,18 ST,03/19,4761746805,1756759742
900,18 ST,04/19,4675808231,1735386945
901,18 ST,05/19,4876230635,1821778003
902,18 ST,06/19,4754974024,1782367850
903,18 ST,07/19,4955778808,1869218700
904,18 ST,08/19,5001821294,1902216511
905,18 ST,09/19,16782180097,1960053959
906,18 ST,10/19,24092387449,2149198145
907,18 ST,11/19,23461669988,2108919499
908,18 ST,12/19,22925491236,2100080756
909,18 ST,01/20,24396138167,2255297877
910,18 ST,02/20,22714396567,2116281641
911,18 ST,03/20,24154063643,2263532089
912,18 ST,04/20,23501419876,2205318259
913,18 ST,05/20,24325959291,2291703741
914,18 ST,06/20,23483154537,2200638606
915,18 ST,07/20,23982346624,2274682466
916,18 ST,08/20,24302539139,2292369525
917,18 ST,09/20,23360793156,2164027211
918,18 ST,10/20,24047793417,2055612383
919,18 ST,11/20,23434320275,2015192354
920,18 ST,12/20,24192816803,2081383678
921,18 ST,01/21,24093811002,2079377135
922,18 ST,02/21,21647355401,1607931040
923,18 ST,03/21,19977643293,1488852027
924,181 ST,12/18,6029072710,5607213235
925,181 ST,01/19,18794636150,17485869540
926,181 ST,02/19,17059423663,15872212503
927,181 ST,03/19,19201541094,17889890715
928,181 ST,04/19,18495477632,17204315109
929,181 ST,05/19,19229891014,17898430312
930,181 ST,06/19,19358047678,17929846334
931,181 ST,07/19,19622951820,18243116860
932,181 ST,08/19,18712873512,17581645485
933,181 ST,09/19,18182188353,17242970296
934,181 ST,10/19,18998316809,18004769718
935,181 ST,11/19,18436047739,17498018707
936,181 ST,12/19,19147303380,18154043524
937,181 ST,01/20,18254307694,17448650822
938,181 ST,02/20,16081576227,15588732589
939,181 ST,03/20,15988833909,15797006027
940,181 ST,04/20,15609290538,15418707609
941,181 ST,05/20,15769292351,15492303997
942,181 ST,06/20,15619932360,15445169131
943,181 ST,07/20,16168483724,15999619734
944,181 ST,08/20,16186439332,16039468607
945,181 ST,09/20,15745559348,15618300145
946,181 ST,10/20,107988528212,23944304295
947,181 ST,11/20,308773536096,41399558136
948,181 ST,12/20,312522320872,36352923715
949,181 ST,01/21,311798880461,35402515412
950,181 ST,02/21,281636077882,31997671825
951,181 ST,03/21,261530035704,29732327078
952,182-183 STS,12/18,90928994630,112987262004
953,182-183 STS,01/19,278756741612,346377962331
954,182-183 STS,02/19,250439616885,311192418268
955,182-183 STS,03/19,272806834206,338985955942
956,182-183 STS,04/19,269832316656,335290343493
957,182-183 STS,05/19,277293084437,344561478726
958,182-183 STS,06/19,268355421978,333454770135
959,182-183 STS,07/19,277307943427,344578374531
960,182-183 STS,08/19,278805632604,346439855526
961,182-183 STS,09/19,268375257625,333479835638
962,182-183 STS,10/19,277328412396,344605252583
963,182-183 STS,11/19,269880564372,335352247626
964,182-183 STS,12/19,277343106681,344626631555
965,182-183 STS,01/20,277348479250,344636279309
966,182-183 STS,02/20,259463081003,322412916409
967,182-183 STS,03/20,274380935807,340952763016
968,182-183 STS,04/20,265435491180,329839507457
969,182-183 STS,05/20,275874221918,342814476285
970,182-183 STS,06/20,268418240322,333553929251
971,182-183 STS,07/20,277366562257,344677544269
972,182-183 STS,08/20,277367601369,344683168669
973,182-183 STS,09/20,268421710825,333570107648
974,182-183 STS,10/20,272896759247,339135800871
975,182-183 STS,11/20,269915554629,335435623293
976,182-183 STS,12/20,277373158721,344708026376
977,182-183 STS,01/21,277356715508,344706038348
978,182-183 STS,02/21,250532353706,311359695487
979,182-183 STS,03/21,229655489362,285417338156
980,183 ST,12/18,279805020805,167123549071
981,183 ST,01/19,853193172874,509599422820
982,183 ST,02/19,779824170240,465776421465
983,183 ST,03/19,853245767754,509628051640
984,183 ST,04/19,834924345880,498683363957
985,183 ST,05/19,711015841613,474916616139
986,183 ST,06/19,567100389828,430066058090
987,183 ST,07/19,848868212518,509473323178
988,183 ST,08/19,856491895496,512824963359
989,183 ST,09/19,828889799075,496297863120
990,183 ST,10/19,854764243834,510991088207
991,183 ST,11/19,907019650918,541744436468
992,183 ST,12/19,852002209322,510134614430
993,183 ST,01/20,856633700620,512906728534
994,183 ST,02/20,801392247237,479830824793
995,183 ST,03/20,855459596048,512467932835
996,183 ST,04/20,837046387153,501444103166
997,183 ST,05/20,856702549742,512950763013
998,183 ST,06/20,824469502261,493652518398
999,183 ST,07/20,856721657047,512965260605
1000,183 ST,08/20,851570413106,508820138182
1001,183 ST,09/20,829107025372,496434693984
1002,183 ST,10/20,856757227822,512992524253
1003,183 ST,11/20,833739971127,499212365672
1004,183 ST,12/20,856784985117,513012447146
1005,183 ST,01/21,856797377137,513021578623
1006,183 ST,02/21,773892110463,463382230840
1007,183 ST,03/21,714017542037,427532531781
1008,190 ST,12/18,77044131590,97918935207
1009,190 ST,01/19,268929898372,341790753113
1010,190 ST,02/19,244232149892,310382825070
1011,190 ST,03/19,261669233964,332547912034
1012,190 ST,04/19,261673448138,332545119258
1013,190 ST,05/19,248593998204,315915105062
1014,190 ST,06/19,263136345300,334386715047
1015,190 ST,07/19,270409448866,343621022939
1016,190 ST,08/19,274770902350,349158464085
1017,190 ST,09/19,261695380939,332529313623
1018,190 ST,10/19,268982250759,341764665591
1019,190 ST,11/19,263160204530,334368944995
1020,190 ST,12/19,273342502797,347296564015
1021,190 ST,01/20,276267334010,350989968610
1022,190 ST,02/20,252996390314,321427237269
1023,190 ST,03/20,268993489288,341744065104
1024,190 ST,04/20,261723413753,332506731096
1025,190 ST,05/20,270447294820,343589692467
1026,190 ST,06/20,260268913428,330658094825
1027,190 ST,07/20,270446559547,343587381014
1028,190 ST,08/20,270446082078,343585699476
1029,190 ST,09/20,261721666190,332501189974
1030,190 ST,10/20,270445397454,343584257172
1031,190 ST,11/20,263175126050,334347928455
1032,190 ST,12/20,270437143397,343582864626
1033,190 ST,01/21,270444555406,343583751310
1034,190 ST,02/21,244267585971,310332087613
1035,190 ST,03/21,225369940268,286319540651
1036,191 ST,12/18,880927373,1103835677
1037,191 ST,01/19,2753672082,3447434136
