,STATION,DATE,ENTRIES,EXITS
0,1 AV,12/18,182447485457,97743666000
1,1 AV,01/19,565693952448,303127169386
2,1 AV,02/19,399155773364,266023591740
3,1 AV,03/19,264709177974,274230426233
4,1 AV,04/19,257061905237,266127357992
5,1 AV,05/19,281205293488,291032647007
6,1 AV,06/19,261145180404,270457139223
7,1 AV,07/19,286623838592,296875486600
8,1 AV,08/19,274236354113,284356149041
9,1 AV,09/19,255665282060,264720936921
10,1 AV,10/19,262368463604,271695649407
11,1 AV,11/19,133406799363,134646354740
12,1 AV,12/19,84843479215,82767338707
13,1 AV,01/20,84936166857,82864802092
14,1 AV,02/20,40778449487,39975576926
15,1 AV,03/20,724139887,896124567
16,1 AV,04/20,54901743439,58647877459
17,1 AV,05/20,57507265060,59784750581
18,1 AV,06/20,83045655985,84549910491
19,1 AV,07/20,86306435758,87860512327
20,1 AV,08/20,87651887139,89204447384
21,1 AV,09/20,83217215994,84676503999
22,1 AV,10/20,86073356352,87512418641
23,1 AV,11/20,83795836356,85216969554
24,1 AV,12/20,88879420455,90120033065
25,1 AV,01/21,86572627199,87163125793
26,1 AV,02/21,77781173854,78373438909
27,1 AV,03/21,73197959333,73712240647
28,103 ST,12/18,9422564960,36126625231
29,103 ST,01/19,29534196466,112726363866
30,103 ST,02/19,26926016716,102015319414
31,103 ST,03/19,159703240583,219583248936
32,103 ST,04/19,244337581928,284060906359
33,103 ST,05/19,33790890012,120639665494
34,103 ST,06/19,32840495263,116010745591
35,103 ST,07/19,28980186280,44886386269
36,103 ST,08/19,30116345665,25569032743
37,103 ST,09/19,27478593550,23103283415
38,103 ST,10/19,28567881301,24031952038
39,103 ST,11/19,26123315327,21384267911
40,103 ST,12/19,27515215718,23390480807
41,103 ST,01/20,24795497139,21656193616
42,103 ST,02/20,23305489661,20319800652
43,103 ST,03/20,25034794673,21815366392
44,103 ST,04/20,24230169312,21117441765
45,103 ST,05/20,25080272586,21865643034
46,103 ST,06/20,24325480504,21197085392
47,103 ST,07/20,25208231614,21987615000
48,103 ST,08/20,25163160753,21970063178
49,103 ST,09/20,25078430633,21859071113
50,103 ST,10/20,25297390863,22078141755
51,103 ST,11/20,24466164360,21362880791
52,103 ST,12/20,25204921063,22100848578
53,103 ST,01/21,24879439143,21999145055
54,103 ST,02/21,22510118045,19911761370
55,103 ST,03/21,20923445284,18516061699
56,103 ST-CORONA,12/18,4132645319,4194118269
57,103 ST-CORONA,01/19,13425698231,13608829292
58,103 ST-CORONA,02/19,11780901583,11918690324
59,103 ST-CORONA,03/19,13131213670,13259118593
60,103 ST-CORONA,04/19,12949548234,13050695748
61,103 ST-CORONA,05/19,13404929174,13481559023
62,103 ST-CORONA,06/19,13435650295,13483276289
63,103 ST-CORONA,07/19,13533974550,13557270700
64,103 ST-CORONA,08/19,13559727245,13560502649
65,103 ST-CORONA,09/19,13219105290,13196898214
66,103 ST-CORONA,10/19,13691824957,13642172702
67,103 ST-CORONA,11/19,13573083875,13497026891
68,103 ST-CORONA,12/19,13972850503,13871089670
69,103 ST-CORONA,01/20,14130768624,14007914336
70,103 ST-CORONA,02/20,13394183882,13257533025
71,103 ST-CORONA,03/20,12434737286,12523282785
72,103 ST-CORONA,04/20,11165224687,11412746812
73,103 ST-CORONA,05/20,11801943335,12064395014
74,103 ST-CORONA,06/20,11268128829,11518856487
75,103 ST-CORONA,07/20,11595641859,11865438658
76,103 ST-CORONA,08/20,11655089083,11911109732
77,103 ST-CORONA,09/20,11319991960,11571163848
78,103 ST-CORONA,10/20,11730420215,11985923005
79,103 ST-CORONA,11/20,11406421490,11661795339
80,103 ST-CORONA,12/20,11849532757,12112168474
81,103 ST-CORONA,01/21,11913823994,12174684843
82,103 ST-CORONA,02/21,10785664484,11027351404
83,103 ST-CORONA,03/21,9987606786,10211041632
84,104 ST,12/18,290896255212,211716258390
85,104 ST,01/19,911930099135,662260524793
86,104 ST,02/19,816219654464,593802992193
87,104 ST,03/19,898656638896,653794407373
88,104 ST,04/19,877811115027,638133961724
89,104 ST,05/19,901845402225,656341896379
90,104 ST,06/19,865461590692,634970698124
91,104 ST,07/19,900183419497,655361163578
92,104 ST,08/19,901887474712,656354472289
93,104 ST,09/19,874492466240,636165009843
94,104 ST,10/19,385837655790,251486536043
95,104 ST,11/19,306065773802,179115152315
96,104 ST,12/19,314546732276,184083222011
97,104 ST,01/20,314563412762,184091812833
98,104 ST,02/20,294284803000,172223099688
99,104 ST,03/20,312904479329,183118916879
100,104 ST,04/20,304452480878,178172491586
101,104 ST,05/20,314603505523,184113094914
102,104 ST,06/20,304459641280,178176481218
103,104 ST,07/20,312926819572,183130558137
104,104 ST,08/20,312929807365,183132921418
105,104 ST,09/20,304479808680,178187397992
106,104 ST,10/20,314638024561,184131094502
107,104 ST,11/20,306186880293,179185603330
108,104 ST,12/20,314666531249,184150307590
109,104 ST,01/21,312970093271,183158034185
110,104 ST,02/21,284216396946,166332300833
111,104 ST,03/21,260538446090,152477099669
112,110 ST,12/18,2175668351,2072030681
113,110 ST,01/19,6875441905,6601289898
114,110 ST,02/19,6238787107,6001708961
115,110 ST,03/19,7027718857,6778299776
116,110 ST,04/19,6453479943,6175188625
117,110 ST,05/19,7486924687,7228934141
118,110 ST,06/19,7109255274,6851609001
119,110 ST,07/19,8007289762,7682155753
120,110 ST,08/19,7321188853,7054517910
121,110 ST,09/19,7615460291,7825900001
122,110 ST,10/19,7261151184,6941637186
123,110 ST,11/19,7138824154,6820507489
124,110 ST,12/19,7466244001,7155926560
125,110 ST,01/20,7498970274,7172079289
126,110 ST,02/20,7049793330,6727804014
127,110 ST,03/20,7480238692,7124092706
128,110 ST,04/20,7283493757,6969052096
129,110 ST,05/20,7559233778,7221830388
130,110 ST,06/20,7310667779,6998243438
131,110 ST,07/20,7582470017,7255470167
132,110 ST,08/20,7597073513,7276596188
133,110 ST,09/20,7367434425,7063515145
134,110 ST,10/20,7648878446,7355678651
135,110 ST,11/20,7446611012,7154492612
136,110 ST,12/20,7670913384,7377776064
137,110 ST,01/21,7639319908,7384914708
138,110 ST,02/21,6960157912,6708101446
139,110 ST,03/21,6419279024,6177270038
140,111 ST,12/18,7543643004,4035484740
141,111 ST,01/19,20960536691,10535926881
142,111 ST,02/19,18020801593,8586549744
143,111 ST,03/19,20076032781,9603152134
144,111 ST,04/19,19701584053,9463058596
145,111 ST,05/19,20422922752,9835717202
146,111 ST,06/19,22708348060,11946153682
147,111 ST,07/19,24159740505,12971836679
148,111 ST,08/19,23776599977,12755128110
149,111 ST,09/19,23085527553,12389909949
150,111 ST,10/19,23996769440,12899125594
151,111 ST,11/19,23424850053,12572853445
152,111 ST,12/19,25052749287,12939166973
153,111 ST,01/20,25198660488,13018089112
154,111 ST,02/20,23448371282,12142115032
155,111 ST,03/20,24978665263,12884489954
156,111 ST,04/20,24419363949,12658462031
157,111 ST,05/20,25195088859,13049528743
158,111 ST,06/20,24623809487,12706046624
159,111 ST,07/20,25349389137,13144863498
160,111 ST,08/20,26382521258,13779064380
161,111 ST,09/20,24377834363,12661822212
162,111 ST,10/20,25344838572,13149469557
163,111 ST,11/20,24695564661,12820498691
164,111 ST,12/20,25489694205,13242052567
165,111 ST,01/21,25461010046,13231606729
166,111 ST,02/21,23042678286,11987164985
167,111 ST,03/21,21393869749,11124028607
168,116 ST,12/18,115322170450,153552521524
169,116 ST,01/19,279733783197,363257647299
170,116 ST,02/19,71463410123,72761300044
171,116 ST,03/19,76613321823,77607197177
172,116 ST,04/19,75268071534,75179131061
173,116 ST,05/19,137126180180,131633584385
174,116 ST,06/19,75783245048,74241492729
175,116 ST,07/19,79304019277,77620551965
176,116 ST,08/19,78763773821,77112717418
177,116 ST,09/19,76156129352,74483152468
178,116 ST,10/19,78652369072,76870258573
179,116 ST,11/19,76377175109,74602025905
180,116 ST,12/19,79071353523,77170429379
181,116 ST,01/20,78869454502,76883689098
182,116 ST,02/20,74708285425,72569888734
183,116 ST,03/20,63135989019,61080913358
184,116 ST,04/20,46418487404,44403796254
185,116 ST,05/20,48182164413,46127308735
186,116 ST,06/20,46534791586,44646467495
187,116 ST,07/20,48002182031,46077553876
188,116 ST,08/20,48024557322,46125637364
189,116 ST,09/20,46537145733,44687281113
190,116 ST,10/20,48182692960,46181335735
191,116 ST,11/20,47055801829,44765266926
192,116 ST,12/20,48256063518,46241939540
193,116 ST,01/21,48158715414,46210542369
194,116 ST,02/21,43591283962,41802674673
195,116 ST,03/21,40676312902,39086727346
196,116 ST-COLUMBIA,12/18,77061109001,16559283853
197,116 ST-COLUMBIA,01/19,228766127220,49168426946
198,116 ST-COLUMBIA,02/19,208032998230,44731725517
199,116 ST-COLUMBIA,03/19,230136676082,49507254019
200,116 ST-COLUMBIA,04/19,222926007685,47655896259
201,116 ST-COLUMBIA,05/19,228050314132,48495920868
202,116 ST-COLUMBIA,06/19,222112363022,47252567638
203,116 ST-COLUMBIA,07/19,226963271813,48294708493
204,116 ST-COLUMBIA,08/19,225834808176,48077196370
205,116 ST-COLUMBIA,09/19,231972895965,49403456986
206,116 ST-COLUMBIA,10/19,225957653556,48145143960
207,116 ST-COLUMBIA,11/19,218775170603,46638898092
208,116 ST-COLUMBIA,12/19,224923992143,47970664785
209,116 ST-COLUMBIA,01/20,226188500626,48256077940
210,116 ST-COLUMBIA,02/20,211659933661,45177524630
211,116 ST-COLUMBIA,03/20,226314313408,48325987793
212,116 ST-COLUMBIA,04/20,219022125114,46773180239
213,116 ST-COLUMBIA,05/20,226325855591,48335222350
214,116 ST-COLUMBIA,06/20,217811891807,46519696061
215,116 ST-COLUMBIA,07/20,225118333968,48084098602
216,116 ST-COLUMBIA,08/20,226392884013,48368059662
217,116 ST-COLUMBIA,09/20,217832941373,46538741907
218,116 ST-COLUMBIA,10/20,225161247977,48117245521
219,116 ST-COLUMBIA,11/20,219072056870,46818153605
220,116 ST-COLUMBIA,12/20,226384393017,48387559261
221,116 ST-COLUMBIA,01/21,226393360456,48395431831
222,116 ST-COLUMBIA,02/21,183800394921,39295705692
223,116 ST-COLUMBIA,03/21,189895204351,40604642703
224,121 ST,12/18,117328645104,31643885498
225,121 ST,01/19,363725236887,98098996253
226,121 ST,02/19,332445891548,89665460294
227,121 ST,03/19,365681091992,98614875634
228,121 ST,04/19,347967510560,93711360646
229,121 ST,05/19,361662959574,97404978673
230,121 ST,06/19,351898978680,94779614145
231,121 ST,07/19,465300528710,125326254446
232,121 ST,08/19,363650606085,97953649519
233,121 ST,09/19,351929605786,94800289476
234,121 ST,10/19,363671077462,97967421005
235,121 ST,11/19,353906870405,95341313903
236,121 ST,12/19,363693952378,97981778450
237,121 ST,01/20,363703812358,97988174318
238,121 ST,02/20,340248222604,91672549179
239,121 ST,03/20,359812732507,96946904727
240,121 ST,04/20,351993904062,94841593464
241,121 ST,05/20,361773285091,97477490624
242,121 ST,06/20,351997976789,94844836816
243,121 ST,07/20,363729219538,98006250738
244,121 ST,08/20,363729262320,98005314866
245,121 ST,09/20,352005118529,94849636747
246,121 ST,10/20,363747169410,98018938856
247,121 ST,11/20,357885164735,96441132086
248,121 ST,12/20,361810021000,97504949423
249,121 ST,01/21,363760664642,98029049127
250,121 ST,02/21,328563003423,88546071025
251,121 ST,03/21,303142314296,81697056624
252,125 ST,12/18,252969055100,149444538964
253,125 ST,01/19,794655904139,469257992448
254,125 ST,02/19,881518098318,537628526528
255,125 ST,03/19,969523995632,590669284500
256,125 ST,04/19,1105088475259,661366818705
257,125 ST,05/19,1229374156412,707450430208
258,125 ST,06/19,1154147888037,659883595730
259,125 ST,07/19,1265809088836,780294127247
260,125 ST,08/19,1270840444568,786887637338
261,125 ST,09/19,1221870010441,760094133031
262,125 ST,10/19,1246323061660,773434290550
263,125 ST,11/19,1212617774704,752831168487
264,125 ST,12/19,1201032363052,751338775916
265,125 ST,01/20,1132659229974,717807683133
266,125 ST,02/20,1053289913780,665991313733
267,125 ST,03/20,1130784985291,714687564602
268,125 ST,04/20,1094432275843,691768761209
269,125 ST,05/20,1117313211487,706876497887
270,125 ST,06/20,1073590616929,679978737916
271,125 ST,07/20,1142021868569,722614703605
272,125 ST,08/20,1132707864503,716524565545
273,125 ST,09/20,1083190465826,682106301709
274,125 ST,10/20,1056303883514,652735341740
275,125 ST,11/20,1028184442292,636859439690
276,125 ST,12/20,1056786975738,654011746937
277,125 ST,01/21,1052028052666,651902279324
278,125 ST,02/21,956550011787,592484065476
279,125 ST,03/21,888907124754,550557028978
280,135 ST,12/18,15130092907,2827583933
281,135 ST,01/19,46893068873,8946841532
282,135 ST,02/19,42471816316,8106180791
283,135 ST,03/19,47316726043,9034048379
284,135 ST,04/19,44308376463,8091646817
285,135 ST,05/19,47457431247,9134128490
286,135 ST,06/19,39496222257,8836926515
287,135 ST,07/19,42196167118,9235017366
288,135 ST,08/19,47714102093,9317642088
289,135 ST,09/19,46184764921,8925101508
290,135 ST,10/19,46914633222,9089096176
291,135 ST,11/19,46432168820,9029586143
292,135 ST,12/19,47858132192,9296102027
293,135 ST,01/20,48194937392,9302884499
294,135 ST,02/20,44996423267,8774940844
295,135 ST,03/20,48253619002,9373048553
296,135 ST,04/20,46671501248,9096001086
297,135 ST,05/20,47918582498,9369656328
298,135 ST,06/20,46381970742,8604291047
299,135 ST,07/20,27513907858,8905101211
300,135 ST,08/20,43108909367,8940299050
301,135 ST,09/20,37409035742,8653459485
302,135 ST,10/20,42149038349,8909146303
303,135 ST,11/20,44955671835,8647614974
304,135 ST,12/20,87366300657,49093474031
305,135 ST,01/21,726743193818,674104020661
306,135 ST,02/21,488368586032,449996503436
307,135 ST,03/21,451606390301,416073624457
308,137 ST CITY COL,12/18,15107147691,53248406453
309,137 ST CITY COL,01/19,47290753818,166051970680
310,137 ST CITY COL,02/19,42974700959,149921555027
311,137 ST CITY COL,03/19,23213424499,57483999140
312,137 ST CITY COL,04/19,11747293715,6311362560
313,137 ST CITY COL,05/19,12035542437,6551388259
314,137 ST CITY COL,06/19,11480985925,6307379543
315,137 ST CITY COL,07/19,12117218099,6560438241
316,137 ST CITY COL,08/19,12102882132,6714883777
317,137 ST CITY COL,09/19,11640358930,6466115959
318,137 ST CITY COL,10/19,12035846450,6725711995
319,137 ST CITY COL,11/19,11712795174,6568507773
320,137 ST CITY COL,12/19,12064654963,6803925182
321,137 ST CITY COL,01/20,12163683152,6881199152
322,137 ST CITY COL,02/20,11487858896,6496636385
323,137 ST CITY COL,03/20,12348174383,7027058192
324,137 ST CITY COL,04/20,11956175228,6795890332
325,137 ST CITY COL,05/20,12311040179,7036767779
326,137 ST CITY COL,06/20,11980365186,6838960131
327,137 ST CITY COL,07/20,12392313712,7080676551
328,137 ST CITY COL,08/20,12585897382,7156222892
329,137 ST CITY COL,09/20,12008886565,6896433748
330,137 ST CITY COL,10/20,12508443664,7171878432
331,137 ST CITY COL,11/20,12057655621,6921061368
332,137 ST CITY COL,12/20,12669457987,7259042158
333,137 ST CITY COL,01/21,12571611157,7252617774
334,137 ST CITY COL,02/21,11349420261,6636979302
335,137 ST CITY COL,03/21,11758497848,6637452011
336,138/GRAND CONC,12/18,59951540405,57881635417
337,138/GRAND CONC,01/19,185858699177,179441284354
338,138/GRAND CONC,02/19,166893616273,161129475041
339,138/GRAND CONC,03/19,184887627309,178501315527
340,138/GRAND CONC,04/19,179906610077,173691429809
341,138/GRAND CONC,05/19,186920236567,180461583726
342,138/GRAND CONC,06/19,178945107537,172760022755
343,138/GRAND CONC,07/19,187955149293,181457550688
344,138/GRAND CONC,08/19,185972625157,179542860682
345,138/GRAND CONC,09/19,179991099646,173766726735
346,138/GRAND CONC,10/19,186006593252,179571730814
347,138/GRAND CONC,11/19,181028614706,174763702374
348,138/GRAND CONC,12/19,186042206897,179601662938
349,138/GRAND CONC,01/20,186052480459,179610223027
350,138/GRAND CONC,02/20,174058595516,168029775499
351,138/GRAND CONC,03/20,185070993546,178658042486
352,138/GRAND CONC,04/20,180072871156,173832836602
353,138/GRAND CONC,05/20,186078032122,179630512194
354,138/GRAND CONC,06/20,180077919125,173838826203
355,138/GRAND CONC,07/20,187083669741,180602700921
356,138/GRAND CONC,08/20,176056519593,169960514282
357,138/GRAND CONC,09/20,180088608330,173853198151
358,138/GRAND CONC,10/20,187093563536,180617341836
359,138/GRAND CONC,11/20,181101365248,174833619067
360,138/GRAND CONC,12/20,186110909430,179671410515
361,138/GRAND CONC,01/21,186117314685,179679219590
362,138/GRAND CONC,02/21,168111851808,162297834640
363,138/GRAND CONC,03/21,155108765610,149745378562
364,14 ST,12/18,277507532909,195626929310
365,14 ST,01/19,860277585591,606619761556
366,14 ST,02/19,773241871566,546030483946
367,14 ST,03/19,898197082686,651237366207
368,14 ST,04/19,841962742182,602138563870
369,14 ST,05/19,852082938410,602748342528
370,14 ST,06/19,773143564213,549310483874
371,14 ST,07/19,791455723378,563804457706
372,14 ST,08/19,723690870059,533558412769
373,14 ST,09/19,701954647201,544034967624
374,14 ST,10/19,695134593880,532419385317
375,14 ST,11/19,692004030994,535763011788
376,14 ST,12/19,692039388499,530684843810
377,14 ST,01/20,695476827977,531502949588
378,14 ST,02/20,647126308173,494915960194
379,14 ST,03/20,696516883300,534121166916
380,14 ST,04/20,669880232873,512437787602
381,14 ST,05/20,692148366741,529456087714
382,14 ST,06/20,669577684410,512162432580
383,14 ST,07/20,696007386642,532394057137
384,14 ST,08/20,700675301359,538141682990
385,14 ST,09/20,673708101748,512090171047
386,14 ST,10/20,695811344380,528782112801
387,14 ST,11/20,666886108719,507796764478
388,14 ST,12/20,689147914926,524786259497
389,14 ST,01/21,686620580018,523186593638
390,14 ST,02/21,621975310218,473435355732
391,14 ST,03/21,574796795580,436499727278
392,14 ST-UNION SQ,12/18,50018693354,18459613082
393,14 ST-UNION SQ,01/19,155583205977,57585387574
394,14 ST-UNION SQ,02/19,139489473214,51970073548
395,14 ST-UNION SQ,03/19,161569361774,66639434391
396,14 ST-UNION SQ,04/19,128555044768,67163938366
397,14 ST-UNION SQ,05/19,133276060121,69830152986
398,14 ST-UNION SQ,06/19,127828945269,67205049214
399,14 ST-UNION SQ,07/19,101074173272,56452351329
400,14 ST-UNION SQ,08/19,50032309629,34404016027
401,14 ST-UNION SQ,09/19,49012296754,33765152531
402,14 ST-UNION SQ,10/19,51086467921,35322311419
403,14 ST-UNION SQ,11/19,50040817327,34051094480
404,14 ST-UNION SQ,12/19,52586945946,35060550505
405,14 ST-UNION SQ,01/20,51673347324,34835867692
406,14 ST-UNION SQ,02/20,48911118788,33087209077
407,14 ST-UNION SQ,03/20,52657464995,35721222807
408,14 ST-UNION SQ,04/20,50876324657,34531964666
409,14 ST-UNION SQ,05/20,52742829702,35859253025
410,14 ST-UNION SQ,06/20,51045548530,34683343028
411,14 ST-UNION SQ,07/20,53224574522,36383635329
412,14 ST-UNION SQ,08/20,53576968478,36496692494
413,14 ST-UNION SQ,09/20,51398934524,35078931222
414,14 ST-UNION SQ,10/20,53239632805,36398287826
415,14 ST-UNION SQ,11/20,52106004676,35584928548
416,14 ST-UNION SQ,12/20,53841778401,36870915391
417,14 ST-UNION SQ,01/21,53637135632,36867509604
418,14 ST-UNION SQ,02/21,48353501626,33296160420
419,14 ST-UNION SQ,03/21,44940606522,30954231520
420,145 ST,12/18,57555395203,120614248949
421,145 ST,01/19,181482819236,380066951147
422,145 ST,02/19,159386334244,332931319004
423,145 ST,03/19,175465432611,366539503206
424,145 ST,04/19,168848641650,354714815046
425,145 ST,05/19,176929241824,369011538878
426,145 ST,06/19,172086303334,358026025775
427,145 ST,07/19,191038131721,401144442858
428,145 ST,08/19,183010693281,382451246300
429,145 ST,09/19,171502983638,357278981786
430,145 ST,10/19,178400169171,371491234222
431,145 ST,11/19,173213648783,360083961029
432,145 ST,12/19,177303750288,368208132341
433,145 ST,01/20,178191042210,370139296925
434,145 ST,02/20,167615890395,348239653862
435,145 ST,03/20,176682643276,366613904505
436,145 ST,04/20,172687204967,358514533582
437,145 ST,05/20,178467688916,370494738816
438,145 ST,06/20,172741263806,358580885197
439,145 ST,07/20,59743915523,108595036463
440,145 ST,08/20,56617098952,101761225792
441,145 ST,09/20,54766990005,98209276116
442,145 ST,10/20,56742395173,101933916884
443,145 ST,11/20,55397081266,99334369733
444,145 ST,12/20,56900196856,101818058674
445,145 ST,01/21,56766503670,102582944026
446,145 ST,02/21,51354009176,92367635009
447,145 ST,03/21,47259226599,85198065632
448,149/GRAND CONC,12/18,18282845681,74189951
449,149/GRAND CONC,01/19,56711246720,253596089
450,149/GRAND CONC,02/19,51278490936,261689251
451,149/GRAND CONC,03/19,56530501782,324004641
452,149/GRAND CONC,04/19,54828406045,353262073
453,149/GRAND CONC,05/19,56969568787,407918677
454,149/GRAND CONC,06/19,52976176780,451716693
455,149/GRAND CONC,07/19,59247832406,490828203
456,149/GRAND CONC,08/19,57747945526,530468543
457,149/GRAND CONC,09/19,55353093164,557547189
458,149/GRAND CONC,10/19,57128801783,617886121
459,149/GRAND CONC,11/19,55792434744,641659240
460,149/GRAND CONC,12/19,54649509112,522028969
461,149/GRAND CONC,01/20,53622681400,450778482
462,149/GRAND CONC,02/20,50215545734,448571524
463,149/GRAND CONC,03/20,53451432013,515546966
464,149/GRAND CONC,04/20,52026657837,519208708
465,149/GRAND CONC,05/20,53765683587,542453500
466,149/GRAND CONC,06/20,52052752975,547950125
467,149/GRAND CONC,07/20,53805282659,585740348
468,149/GRAND CONC,08/20,54098673912,605000320
469,149/GRAND CONC,09/20,52048132630,596874838
470,149/GRAND CONC,10/20,53806329717,640216647
471,149/GRAND CONC,11/20,52450355698,642229099
472,149/GRAND CONC,12/20,53937170631,681253668
473,149/GRAND CONC,01/21,53957306745,702003429
474,149/GRAND CONC,02/21,48650998004,647881660
475,149/GRAND CONC,03/21,44829419048,617434812
476,14TH STREET,12/18,175477812,117041607
477,14TH STREET,01/19,564985956,371699683
478,14TH STREET,02/19,539415203,344405481
479,14TH STREET,03/19,402981272,387808901
480,14TH STREET,04/19,290012531,255023648
481,14TH STREET,05/19,345492464,272838706
482,14TH STREET,06/19,130238574,119891934
483,14TH STREET,07/19,47667158,35271629
484,14TH STREET,08/19,86264029,77044991
485,14TH STREET,09/19,92824261,111462418
486,14TH STREET,10/19,142535662,171534345
487,14TH STREET,11/19,184070416,214683424
488,14TH STREET,12/19,229435200,258775040
489,14TH STREET,01/20,216217302,256855673
490,14TH STREET,02/20,222373814,242065902
491,14TH STREET,03/20,266989098,293731744
492,14TH STREET,04/20,258861537,292120127
493,14TH STREET,05/20,271691195,307823924
494,14TH STREET,06/20,266438152,290980737
495,14TH STREET,07/20,282719090,306097193
496,14TH STREET,08/20,292306542,330427334
497,14TH STREET,09/20,286091881,334935443
498,14TH STREET,10/20,303137060,360429101
499,14TH STREET,11/20,300103349,362721885
500,14TH STREET,12/20,325538056,388739618
501,14TH STREET,01/21,329680133,400462292
502,14TH STREET,02/21,250458673,370295777
503,14TH STREET,03/21,115938728,347125444
504,15 ST-PROSPECT,12/18,8200403163,438109670
505,15 ST-PROSPECT,01/19,25435942660,1368188425
506,15 ST-PROSPECT,02/19,23228658867,1253339009
507,15 ST-PROSPECT,03/19,25163247645,1376709203
508,15 ST-PROSPECT,04/19,24786705154,1372337904
509,15 ST-PROSPECT,05/19,25501510946,1427853430
510,15 ST-PROSPECT,06/19,24696346625,1395107163
511,15 ST-PROSPECT,07/19,25437488083,1464594546
512,15 ST-PROSPECT,08/19,25587042022,1483786130
513,15 ST-PROSPECT,09/19,24789947569,1453813077
514,15 ST-PROSPECT,10/19,25655863556,1525768974
515,15 ST-PROSPECT,11/19,24989753985,1501770933
516,15 ST-PROSPECT,12/19,25587622386,1558453293
517,15 ST-PROSPECT,01/20,25773651577,1593069796
518,15 ST-PROSPECT,02/20,23980585852,1489971134
519,15 ST-PROSPECT,03/20,25661789774,1605334967
520,15 ST-PROSPECT,04/20,24973140199,1565253278
521,15 ST-PROSPECT,05/20,25823691652,1626540596
522,15 ST-PROSPECT,06/20,24974066901,1568049944
523,15 ST-PROSPECT,07/20,25816208279,1626123526
524,15 ST-PROSPECT,08/20,25821253899,1629866348
525,15 ST-PROSPECT,09/20,32594662787,1890404605
526,15 ST-PROSPECT,10/20,25959189631,1728226437
527,15 ST-PROSPECT,11/20,24936436149,1591008025
528,15 ST-PROSPECT,12/20,25638219546,1643817348
529,15 ST-PROSPECT,01/21,25645400881,1649096423
530,15 ST-PROSPECT,02/21,23169399158,1494124768
531,15 ST-PROSPECT,03/21,21243051918,1373924881
532,155 ST,12/18,2231832077,1659540245
533,155 ST,01/19,6937808012,5157392341
534,155 ST,02/19,6292836254,4674881306
535,155 ST,03/19,6996949425,5194705332
536,155 ST,04/19,6796467251,5047002715
537,155 ST,05/19,7002036597,5198095707
538,155 ST,06/19,6844609252,5067802442
539,155 ST,07/19,7148948445,5296978871
540,155 ST,08/19,7208755835,5334079198
541,155 ST,09/19,6958957977,5155413715
542,155 ST,10/19,7225234212,5350318698
543,155 ST,11/19,7024274971,5198428293
544,155 ST,12/19,7289816366,5392150658
545,155 ST,01/20,7309534676,5400508247
546,155 ST,02/20,7928946797,5984552436
547,155 ST,03/20,7380546127,5455785336
548,155 ST,04/20,7151946434,5287547539
549,155 ST,05/20,7396290347,5469636920
550,155 ST,06/20,6870013496,5286485102
551,155 ST,07/20,6150515435,5024159741
552,155 ST,08/20,6143778227,5021010738
553,155 ST,09/20,5955521808,4868398443
554,155 ST,10/20,5354771986,4560953043
555,155 ST,11/20,4749264842,4159801420
556,155 ST,12/20,4921780369,4312101495
557,155 ST,01/21,4903813008,4304492557
558,155 ST,02/21,4462583846,3910791757
559,155 ST,03/21,4155139197,3642262083
560,157 ST,12/18,2447512762,1563453232
561,157 ST,01/19,7623886291,4783552586
562,157 ST,02/19,6908973811,4351641155
563,157 ST,03/19,7711443775,4861517645
564,157 ST,04/19,7528443611,4749682867
565,157 ST,05/19,8407290040,5084834975
566,157 ST,06/19,7708665247,4843832681
567,157 ST,07/19,7976884320,5028799660
568,157 ST,08/19,8036959047,5084387436
569,157 ST,09/19,5228966375,4300354652
570,157 ST,10/19,3893002624,4075369153
571,157 ST,11/19,3842618898,3991238800
572,157 ST,12/19,3388889620,4106686284
573,157 ST,01/20,2764882530,4120938337
574,157 ST,02/20,2629242409,3898909635
575,157 ST,03/20,2705016262,4137625986
576,157 ST,04/20,2671688561,4039675569
577,157 ST,05/20,2768364692,4182448916
578,157 ST,06/20,2673995860,4070098972
579,157 ST,07/20,2791908264,4206394982
580,157 ST,08/20,2800692983,4203546202
581,157 ST,09/20,2734394260,4103466637
582,157 ST,10/20,2495807766,3719023354
583,157 ST,11/20,2771513926,3953490228
584,157 ST,12/20,2697013883,3994359686
585,157 ST,01/21,2707463923,3999689275
586,157 ST,02/21,2461748213,3630839199
587,157 ST,03/21,2278051122,3283776624
588,161/YANKEE STAD,12/18,125518257924,82380484669
589,161/YANKEE STAD,01/19,386721121660,253818760226
590,161/YANKEE STAD,02/19,341824484276,224351073612
591,161/YANKEE STAD,03/19,384828539967,252552301004
592,161/YANKEE STAD,04/19,370935423617,243434279699
593,161/YANKEE STAD,05/19,377318623026,247619574066
594,161/YANKEE STAD,06/19,365257324007,239695152970
595,161/YANKEE STAD,07/19,377618728641,247821672362
596,161/YANKEE STAD,08/19,377623004421,247802359214
597,161/YANKEE STAD,09/19,469233895109,515892807200
598,161/YANKEE STAD,10/19,668308985174,692560726271
599,161/YANKEE STAD,11/19,812742904150,774734955303
600,161/YANKEE STAD,12/19,829445213967,790346879239
601,161/YANKEE STAD,01/20,828790918482,788474025104
602,161/YANKEE STAD,02/20,775395518549,737631993751
603,161/YANKEE STAD,03/20,824508853197,784301540239
604,161/YANKEE STAD,04/20,801516726483,761217731973
