STATION,DATE,ENTRIES,EXITS
14 ST,03/21,574796795580,436499727278
14 ST-UNION SQ,12/20,10357915112,7110279026
14 ST-UNION SQ,01/21,53637135632,36867509604
14 ST-UNION SQ,02/21,48353501626,33296160420
14 ST-UNION SQ,03/21,44940606522,30954231520
145 ST,12/20,11022418653,19772253873
145 ST,01/21,56766503670,102582944026
145 ST,02/21,51354009176,92367635009
145 ST,03/21,47259226599,85198065632
149/GRAND CONC,12/20,10441046144,133550199
149/GRAND CONC,01/21,53957306745,702003429
149/GRAND CONC,02/21,48650998004,647881660
149/GRAND CONC,03/21,44829419048,617434812
14TH STREET,12/20,64106069,76277105
14TH STREET,01/21,329680133,400462292
14TH STREET,02/21,250458673,370295777
14TH STREET,03/21,115938728,347125444
15 ST-PROSPECT,12/20,4962899794,318582832
15 ST-PROSPECT,01/21,25645400881,1649096423
15 ST-PROSPECT,02/21,23169399158,1494124768
15 ST-PROSPECT,03/21,21243051918,1373924881
155 ST,12/20,953476254,835429526
155 ST,01/21,4903813008,4304492557
155 ST,02/21,4462583846,3910791757
155 ST,03/21,4155139197,3642262083
157 ST,12/20,523370510,774330438
157 ST,01/21,2707463923,3999689275
157 ST,02/21,2461748213,3630839199
157 ST,03/21,2278051122,3283776624
161/YANKEE STAD,12/20,218818879501,210991301067
161/YANKEE STAD,01/21,1130577177835,1090129543183
161/YANKEE STAD,02/21,1021201644959,984651092878
161/YANKEE STAD,03/21,938584792940,905544380429
163 ST-AMSTERDM,12/20,410609749,304450012
163 ST-AMSTERDM,01/21,2125482017,1578583852
163 ST-AMSTERDM,02/21,1994658758,1485504342
163 ST-AMSTERDM,03/21,1793873730,1339309958
167 ST,12/20,131465202836,97659480079
167 ST,01/21,679253328055,504595311780
167 ST,02/21,617171242036,458489319290
167 ST,03/21,566087997243,420553089797
168 ST,12/20,2900657253,1179303318
168 ST,01/21,14591693720,5851622691
168 ST,02/21,13288475455,5236531966
168 ST,03/21,12189334525,4860832899
169 ST,12/20,1156598796,791334116
169 ST,01/21,5983164834,4097793303
169 ST,02/21,5400292972,3700158397
169 ST,03/21,5019774288,3451745503
170 ST,12/20,48752278068,53174516711
170 ST,01/21,250614010130,273512510256
170 ST,02/21,226453421005,247131694520
170 ST,03/21,210491258060,229686098708
174 ST,12/20,25001558668,11398587148
174 ST,01/21,129179060772,58900235436
174 ST,02/21,116679081709,53195881596
174 ST,03/21,108355979893,49420780284
174-175 STS,12/20,546538006,266657944
174-175 STS,01/21,2818498655,1379681523
174-175 STS,02/21,2564675133,1259363312
174-175 STS,03/21,2450168396,1198739044
175 ST,12/20,13666057448,11051808049
175 ST,01/21,70619564204,57111434732
175 ST,02/21,63802475443,51599679954
175 ST,03/21,58847536695,47605732738
176 ST,12/20,531546337,358347122
176 ST,01/21,2744443573,1853097179
176 ST,02/21,2495762296,1686498003
176 ST,03/21,2326141273,1574284347
18 AV,12/20,139849293695,80159671524
18 AV,01/21,722571313860,414167330662
18 AV,02/21,652669175203,374100144854
18 AV,03/21,604225065672,346508926102
18 ST,12/20,4662990205,402715385
18 ST,01/21,24093811002,2079377135
18 ST,02/21,21647355401,1607931040
18 ST,03/21,19977643293,1488852027
181 ST,12/20,60346696045,6849366581
181 ST,01/21,311798880461,35402515412
181 ST,02/21,281636077882,31997671825
181 ST,03/21,261530035704,29732327078
182-183 STS,12/20,53685223803,66718167570
182-183 STS,01/21,277356715508,344706038348
182-183 STS,02/21,250532353706,311359695487
182-183 STS,03/21,229655489362,285417338156
183 ST,12/20,165830329911,99293449720
183 ST,01/21,856797377137,513021578623
183 ST,02/21,773892110463,463382230840
183 ST,03/21,714017542037,427532531781
190 ST,12/20,52344147437,66500101109
190 ST,01/21,270444555406,343583751310
190 ST,02/21,244267585971,310332087613
190 ST,03/21,225369940268,286319540651
191 ST,12/20,26137801361,58084449728
191 ST,01/21,130692632296,290431059711
191 ST,02/21,121993440996,271086291630
191 ST,03/21,112563067284,250123598736
2 AV,12/20,4892352808,3301498372
2 AV,01/21,25586533617,17148672382
2 AV,02/21,23349388393,15706332465
2 AV,03/21,21471346758,14414467364
20 AV,12/20,1027638162,724651535
20 AV,01/21,5223811281,3675891204
20 AV,02/21,4731310583,3328544002
20 AV,03/21,4395627664,3093074305
207 ST,12/20,5801103513,277304664
207 ST,01/21,28205235341,1351149269
207 ST,02/21,27246302607,1309439978
207 ST,03/21,24991034885,1197229243
21 ST,12/20,170020217,172988549
21 ST,01/21,880118187,896051172
21 ST,02/21,797512702,812932089
21 ST,03/21,742880707,758213199
21 ST-QNSBRIDGE,12/20,1721255984,1485388519
21 ST-QNSBRIDGE,01/21,8902998332,7685509348
21 ST-QNSBRIDGE,02/21,8055245323,6956860709
21 ST-QNSBRIDGE,03/21,7444907747,6432546931
215 ST,12/20,201864234,6130811017
215 ST,01/21,982427818,29803246422
215 ST,02/21,945010725,28612369146
215 ST,03/21,873648119,26399581381
219 ST,12/20,32997198471,11729908323
219 ST,01/21,170488904684,60607057881
219 ST,02/21,153994740141,54745524376
219 ST,03/21,142999544397,50838465369
225 ST,12/20,70645391267,24006711859
225 ST,01/21,365005404754,124036706400
225 ST,02/21,329688370893,112036065253
225 ST,03/21,306144882993,104036082605
23 ST,12/20,207251814310,208481773229
23 ST,01/21,1068396160181,1075612953249
23 ST,02/21,965643384584,972182068250
23 ST,03/21,892507535608,898521092357
231 ST,12/20,1864938327,84882203
231 ST,01/21,9627130124,439134655
231 ST,02/21,8929245976,408638932
231 ST,03/21,8496269374,390192558
233 ST,12/20,3677844554,243673444
233 ST,01/21,19008000669,1261670776
233 ST,02/21,17176748859,1143533185
233 ST,03/21,15957625628,1065582931
238 ST,12/20,921498049,47632273
238 ST,01/21,4764531877,246548692
238 ST,02/21,4359339963,225957764
238 ST,03/21,4005689338,208000340
25 AV,12/20,401871070,111143341
25 AV,01/21,2080853684,575804343
25 AV,02/21,1885491219,522325060
25 AV,03/21,1756306674,487005079
25 ST,12/20,790903920,827544974
25 ST,01/21,4090328028,4280845092
25 ST,02/21,3700562235,3874381968
25 ST,03/21,3419708680,3581644606
28 ST,12/20,46163724895,58656405189
28 ST,01/21,237848720968,302558710504
28 ST,02/21,215522118911,273679890978
28 ST,03/21,200228121879,254358322464
3 AV,12/20,972473841,1028659258
3 AV,01/21,5029324918,5320483536
3 AV,02/21,4546559993,4805166400
3 AV,03/21,4203307734,4449135845
3 AV 138 ST,12/20,74197498762,51612916550
3 AV 138 ST,01/21,383358176373,266669553801
3 AV 138 ST,02/21,346264651231,240865477686
3 AV 138 ST,03/21,321538156775,223664470366
3 AV-149 ST,12/20,82322240574,62285139821
3 AV-149 ST,01/21,443854171740,351154605505
3 AV-149 ST,02/21,460276167429,411282910871
3 AV-149 ST,03/21,354519275027,268236089995
30 AV,12/20,1191716059,1564482634
30 AV,01/21,6168939586,8096653475
30 AV,02/21,5622552515,7376881637
30 AV,03/21,5239527159,6872268600
33 ST,12/20,17108308786,5133186792
33 ST,01/21,88295953798,26460069314
33 ST,02/21,78822558814,23303228624
33 ST,03/21,73684662231,22076939970
33 ST-RAWSON ST,12/20,5672685004,1385814009
33 ST-RAWSON ST,01/21,29440570977,7174829220
33 ST-RAWSON ST,02/21,26738468957,6500142687
33 ST-RAWSON ST,03/21,25181746524,6016309997
34 ST-HERALD SQ,12/20,116804252114,141706256699
34 ST-HERALD SQ,01/21,605340017339,734846813188
34 ST-HERALD SQ,02/21,550026177310,669849934781
34 ST-HERALD SQ,03/21,511435496455,620462982554
34 ST-HUDSON YD,12/20,782742022,739381457
34 ST-HUDSON YD,01/21,4047800367,3820872572
34 ST-HUDSON YD,02/21,3678844365,3485796806
34 ST-HUDSON YD,03/21,3419095265,3240420321
34 ST-PENN STA,12/20,170522168521,185721391450
34 ST-PENN STA,01/21,881090622215,959655898221
34 ST-PENN STA,02/21,795473260327,865711926465
34 ST-PENN STA,03/21,737493830156,803500055882
36 AV,12/20,1312354589,1238157015
36 AV,01/21,6822707854,6439188752
36 AV,02/21,6137897786,5796326967
36 AV,03/21,5670748476,5358483687
36 ST,12/20,5597355563,1084818318
36 ST,01/21,28899139875,5602488333
36 ST,02/21,26268400481,5103126644
36 ST,03/21,24367820590,4782309958
39 AV,12/20,321798596,290538798
39 AV,01/21,1664242215,1502930264
39 AV,02/21,1507793745,1364504643
39 AV,03/21,1367672996,1239459849
4 AV-9 ST,12/20,1030921483,1083201639
4 AV-9 ST,01/21,5329666971,5601610510
4 AV-9 ST,02/21,4818672252,5066966823
4 AV-9 ST,03/21,4450246656,4681881809
40 ST LOWERY ST,12/20,2204985222,1395068169
40 ST LOWERY ST,01/21,11400738937,7217694528
40 ST LOWERY ST,02/21,10309656152,6533674116
40 ST LOWERY ST,03/21,9523250606,6041696862
42 ST-BRYANT PK,12/20,93127002737,64339746106
42 ST-BRYANT PK,01/21,404041729112,278966498966
42 ST-BRYANT PK,02/21,364982845673,252019874277
42 ST-BRYANT PK,03/21,336777511832,232569911946
42 ST-PORT AUTH,12/20,271686433088,224472688119
42 ST-PORT AUTH,01/21,1400976540624,1158763672529
42 ST-PORT AUTH,02/21,1286751887582,1064671915115
42 ST-PORT AUTH,03/21,1167826949887,965902745407
45 ST,12/20,517943562,428966959
45 ST,01/21,2684475803,2223374629
45 ST,02/21,2437269570,2018890773
45 ST,03/21,2218865867,1857790405
46 ST,12/20,682403135,870585678
46 ST,01/21,3532666536,4506205364
46 ST,02/21,3201477256,4084213200
46 ST,03/21,2982875036,3805068020
46 ST BLISS ST,12/20,2359899759,1458817423
46 ST BLISS ST,01/21,12205643062,7551321339
46 ST BLISS ST,02/21,11086259714,6873146550
46 ST BLISS ST,03/21,10292386440,6395487553
47-50 STS ROCK,12/20,78361154564,80290240553
47-50 STS ROCK,01/21,404888690008,414865073790
47-50 STS ROCK,02/21,365692957296,374768357044
47-50 STS ROCK,03/21,337449876673,345842987802
49 ST,12/20,3489029385,5186521241
49 ST,01/21,17998713348,26684615967
49 ST,02/21,16302453625,24178682732
49 ST,03/21,15011661665,22352314581
4AV-9 ST,12/20,9388774579,733848217
4AV-9 ST,01/21,48515455292,3799219558
4AV-9 ST,02/21,43569835585,3422794870
4AV-9 ST,03/21,40448662002,3187784424
5 AV/53 ST,12/20,3980864697,4447650812
5 AV/53 ST,01/21,20355265943,22752348214
5 AV/53 ST,02/21,18399891778,20571566609
5 AV/53 ST,03/21,17082385368,19089241330
5 AV/59 ST,12/20,5296675442,1293999903
5 AV/59 ST,01/21,27376858506,6696370587
5 AV/59 ST,02/21,25019731811,6058410432
5 AV/59 ST,03/21,23008520708,5613852575
5 AVE,12/20,5202191384,361585314
5 AVE,01/21,26885042486,1876221070
5 AVE,02/21,24294684122,1705560393
5 AVE,03/21,22424218021,1583620615
50 ST,12/20,27768510651,27275275966
50 ST,01/21,143440928510,140867757438
50 ST,02/21,129614584605,127323371338
50 ST,03/21,119568595572,117433609330
51 ST,12/20,24405264302,25419173286
51 ST,01/21,125992512494,131196362563
51 ST,02/21,113911437720,118654784462
51 ST,03/21,105064478173,109451481115
52 ST,12/20,885766882,877028290
52 ST,01/21,4601938942,4583546135
52 ST,02/21,4188059942,4172955546
52 ST,03/21,3922447516,3910221942
53 ST,12/20,4479999893,5410773036
53 ST,01/21,23157464539,27969799738
53 ST,02/21,21056980497,25435039579
53 ST,03/21,19451690995,23497942867
55 ST,12/20,480242351,341213217
55 ST,01/21,2484386142,1764559911
55 ST,02/21,2240953854,1591921060
55 ST,03/21,2078358797,1474700162
57 ST,12/20,1370025456,1520261459
57 ST,01/21,7086986668,7865657481
57 ST,02/21,6411820800,7117797750
57 ST,03/21,5963904246,6622074844
57 ST-7 AV,12/20,35432518674,19601575315
57 ST-7 AV,01/21,181664759536,100437077253
57 ST-7 AV,02/21,161590134117,88004274834
57 ST-7 AV,03/21,148223679299,80722163607
59 ST,12/20,50820137228,33592142505
59 ST,01/21,265552127122,177032435848
59 ST,02/21,234971113872,156441063622
59 ST,03/21,218142714555,145158639246
59 ST COLUMBUS,12/20,113793356906,105449172044
59 ST COLUMBUS,01/21,591791578155,549509178682
59 ST COLUMBUS,02/21,534995127314,497102464317
59 ST COLUMBUS,03/21,495243221144,460162247683
6 AV,12/20,44129248878,43694354248
6 AV,01/21,285557113223,258644930999
6 AV,02/21,282402511377,247083617132
6 AV,03/21,262077234184,229312916999
61 ST WOODSIDE,12/20,68468740251,78046277218
61 ST WOODSIDE,01/21,384202450115,437944087085
61 ST WOODSIDE,02/21,323361056668,368590011407
61 ST WOODSIDE,03/21,296752058551,338257307364
63 DR-REGO PARK,12/20,2237702459,776378774
63 DR-REGO PARK,01/21,11575766746,4019143662
63 DR-REGO PARK,02/21,10477562467,3641593620
63 DR-REGO PARK,03/21,9731905541,3389717566
65 ST,12/20,883222874,546926052
65 ST,01/21,4566690095,2829129954
65 ST,02/21,4179086971,2591228274
65 ST,03/21,3864398579,2398037832
66 ST-LINCOLN,12/20,6452727307,2310006307
66 ST-LINCOLN,01/21,33905918738,11797564077
66 ST-LINCOLN,02/21,31368430970,10403812164
66 ST-LINCOLN,03/21,26897811339,9619773665
67 AV,12/20,1836226670,1152061656
67 AV,01/21,9495488636,5954880149
67 AV,02/21,8590812496,5390719173
67 AV,03/21,7950435449,4996540151
68ST-HUNTER CO,12/20,2570376834,2134540025
68ST-HUNTER CO,01/21,13233148132,10993355905
68ST-HUNTER CO,02/21,12104530084,10067414490
68ST-HUNTER CO,03/21,11266872182,9379584906
69 ST,12/20,1112425438,941807187
69 ST,01/21,5753593459,4874027180
69 ST,02/21,5204634645,4412816193
69 ST,03/21,4841977299,4109624319
7 AV,12/20,2990357737,3216783640
7 AV,01/21,15416448777,16592122215
7 AV,02/21,13844272815,14923367124
7 AV,03/21,12942365128,13951555066
71 ST,12/20,1072952608,626784470
71 ST,01/21,5122777255,2991740947
71 ST,02/21,4634175128,2705504130
71 ST,03/21,4281866629,2499326529
72 ST,12/20,28081021683,65327975637
72 ST,01/21,145164810120,337619434666
72 ST,02/21,130401315937,303208525696
72 ST,03/21,121729591822,283196987908
72 ST-2 AVE,12/20,5263766515,946358627
72 ST-2 AVE,01/21,27344140319,4922065050
72 ST-2 AVE,02/21,24534240632,4479176238
72 ST-2 AVE,03/21,22940722142,4200747224
74 ST-BROADWAY,12/20,596332487,625344097
74 ST-BROADWAY,01/21,3068333515,3220441686
74 ST-BROADWAY,02/21,2791769061,2934177229
74 ST-BROADWAY,03/21,2564145952,2698863238
75 AV,12/20,17199091099,35182428720
75 AV,01/21,88864608169,181776190465
75 AV,02/21,80268832158,164185412445
75 AV,03/21,73993496174,151447427197
75 ST-ELDERTS,12/20,604721356,588073167
75 ST-ELDERTS,01/21,1345856611,1311434351
75 ST-ELDERTS,02/21,1228942593,1196016755
75 ST-ELDERTS,03/21,1138972008,1109246068
77 ST,12/20,10772990418,4763549797
77 ST,01/21,40640345904,22380081192
77 ST,02/21,26432868385,18896408056
77 ST,03/21,24498974205,17557178202
79 ST,12/20,22055299801,21232209646
79 ST,01/21,99980971517,95896502037
79 ST,02/21,102920846740,99110607881
79 ST,03/21,97834797683,94308232927
8 AV,12/20,5300944475,2501913377
8 AV,01/21,27412116230,12951824920
8 AV,02/21,24668103074,11691765219
8 AV,03/21,23051585047,10923295668
8 ST-NYU,12/20,3828453366,1338398585
8 ST-NYU,01/21,19760918282,6913379236
8 ST-NYU,02/21,17807815537,6237583199
8 ST-NYU,03/21,16534748890,5798369900
80 ST,12/20,4918315954,365736521
80 ST,01/21,25401659070,1886195845
80 ST,02/21,22961593346,1712986566
80 ST,03/21,21326875922,1594146186
81 ST-MUSEUM,12/20,4450650054,1806531642
81 ST-MUSEUM,01/21,24000417396,9605342475
81 ST-MUSEUM,02/21,21656691104,8662651415
81 ST-MUSEUM,03/21,20150373442,8080447434
82 ST-JACKSON H,12/20,1345104722,936366852
82 ST-JACKSON H,01/21,7006737893,4892527231
82 ST-JACKSON H,02/21,6259418668,3754465744
82 ST-JACKSON H,03/21,5661220956,3399868869
85 ST-FOREST PK,12/20,791459578,633728332
85 ST-FOREST PK,01/21,4063380943,3251766986
85 ST-FOREST PK,02/21,3770205567,3016790851
85 ST-FOREST PK,03/21,3422784177,2738888459
86 ST,12/20,47068549704,80745126160
86 ST,01/21,243332737303,417308294345
86 ST,02/21,219920133724,377067076057
86 ST,03/21,203074853666,348006211420
86 ST-2 AVE,12/20,2151743999,2398397913
86 ST-2 AVE,01/21,11134278845,12408713208
86 ST-2 AVE,02/21,10134731121,11293170695
86 ST-2 AVE,03/21,9306684776,10353104881
88 ST,12/20,218742723,69299020
88 ST,01/21,1133115426,359492139
88 ST,02/21,1027767201,326808255
88 ST,03/21,958274583,305384885
9 AV,12/20,1132832700,1104808761
9 AV,01/21,5859222814,5715285561
9 AV,02/21,5300252849,5172743833
9 AV,03/21,4928985383,4812799702
90 ST-ELMHURST,12/20,2499119542,1297449723
90 ST-ELMHURST,01/21,13003687889,6753950883
90 ST-ELMHURST,02/21,11853894646,6160782927
90 ST-ELMHURST,03/21,10836967597,5636486343
96 ST,12/20,31142714611,6007930660
96 ST,01/21,161623041934,31087911405
96 ST,02/21,146836659088,27850384458
96 ST,03/21,135874841894,25913239499
96 ST-2 AVE,12/20,677115418,492521764
96 ST-2 AVE,01/21,3291406700,2554996108
96 ST-2 AVE,02/21,2863692596,2319025739
96 ST-2 AVE,03/21,3279421720,13954471927
9TH STREET,12/20,14772352,18972035
9TH STREET,01/21,42997218,59279463
9TH STREET,02/21,41513162,57186851
9TH STREET,03/21,42639653,58544592
ALABAMA AV,12/20,311845908,339690598
ALABAMA AV,01/21,1605463327,1749489315
ALABAMA AV,02/21,1462240197,1594454482
ALABAMA AV,03/21,1361695574,1485806383
ALLERTON AV,12/20,828737372,86146327
ALLERTON AV,01/21,4287487772,448667999
ALLERTON AV,02/21,3880860457,410290420
ALLERTON AV,03/21,3541796560,378439233
AQUEDUCT N.COND,12/20,236397270,180106700
AQUEDUCT N.COND,01/21,1222245851,932773127
AQUEDUCT N.COND,02/21,1105134495,845560724
AQUEDUCT N.COND,03/21,1021863160,783436995
AQUEDUCT RACETR,12/20,1985412892,624329521
AQUEDUCT RACETR,01/21,10259695367,3225956902
AQUEDUCT RACETR,02/21,9450047524,2966166288
AQUEDUCT RACETR,03/21,8609077651,2706336079
ASTOR PL,12/20,879871715,1233524827
ASTOR PL,01/21,4209267922,6130942348
ASTOR PL,02/21,3460330002,5313633593
ASTOR PL,03/21,3216904679,4929857190
ASTORIA BLVD,12/20,2426192112,24598150694
ASTORIA BLVD,01/21,12542382321,127098675949
ASTORIA BLVD,02/21,11434935982,115495618889
ASTORIA BLVD,03/21,10513723737,105940144065
ASTORIA DITMARS,12/20,1374914228,1113995603
ASTORIA DITMARS,01/21,7078320370,5740630371
ASTORIA DITMARS,02/21,6446854652,5236968412
ASTORIA DITMARS,03/21,5965724111,4853986706
ATL AV-BARCLAY,12/20,33234175627,9972454925
ATL AV-BARCLAY,01/21,171039255043,51469541789
ATL AV-BARCLAY,02/21,155215940583,47469984800
ATL AV-BARCLAY,03/21,143320303640,43128040948
ATLANTIC AV,12/20,145841953,61866874
ATLANTIC AV,01/21,755499478,320907229
ATLANTIC AV,02/21,685094193,291513832
ATLANTIC AV,03/21,634532835,270501396
AVENUE H,12/20,4368888031,56436612
AVENUE H,01/21,22445954158,293139237
AVENUE H,02/21,20361698712,270230124
AVENUE H,03/21,18793408477,254916951
AVENUE I,12/20,359849338,36160791536
AVENUE I,01/21,1881457590,188840158541
AVENUE I,02/21,1684206488,168751380087
AVENUE I,03/21,1573190776,157702599381
AVENUE J,12/20,850452696,540741924
AVENUE J,01/21,4401078203,2798723632
AVENUE J,02/21,3985220420,2534874794
AVENUE J,03/21,3684189303,2344515914
AVENUE M,12/20,4145343455,156359347
AVENUE M,01/21,21424072541,811166658
AVENUE M,02/21,19106224487,681005090
AVENUE M,03/21,17608146360,626938264
AVENUE N,12/20,47706139541,375517108
AVENUE N,01/21,246345715162,1939544998
AVENUE N,02/21,222635803852,1755728952
AVENUE N,03/21,206737292613,1632151542
AVENUE P,12/20,519932755,311920951
AVENUE P,01/21,2688940644,1613046499
AVENUE P,02/21,2446913103,1467646135
AVENUE P,03/21,2247621596,1347944699
AVENUE U,12/20,56999813489,26964984412
AVENUE U,01/21,290537394559,137264012729
AVENUE U,02/21,264564934567,125161521892
AVENUE U,03/21,247050457186,116879317685
AVENUE X,12/20,127268809,300991748
AVENUE X,01/21,663728151,1565117089
AVENUE X,02/21,600079054,1408410966
AVENUE X,03/21,557128039,1301572103
B'WAY-LAFAYETTE,12/20,71242637565,58202824094
B'WAY-LAFAYETTE,01/21,368095648891,300731405812
B'WAY-LAFAYETTE,02/21,330564622249,270119135916
B'WAY-LAFAYETTE,03/21,308759321297,252289023779
BAY 50 ST,12/20,483137300,327338831
BAY 50 ST,01/21,2485369139,1682703068
BAY 50 ST,02/21,2274042608,1538033843
BAY 50 ST,03/21,2102372262,1420522924
BAY PKWY,12/20,77140252309,117376901935
BAY PKWY,01/21,397867322245,606334148000
BAY PKWY,02/21,359528782800,547612437797
BAY PKWY,03/21,333979166458,508556092779
BAY RIDGE AV,12/20,56938175932,28216597188
BAY RIDGE AV,01/21,292606542086,145008101177
BAY RIDGE AV,02/21,264148152734,130910648426
BAY RIDGE AV,03/21,278387196235,137975119561
BAY RIDGE-95 ST,12/20,10695689263,802414735
BAY RIDGE-95 ST,01/21,55490866886,4100916727
BAY RIDGE-95 ST,02/21,39658993272,3249921036
BAY RIDGE-95 ST,03/21,46070394962,3470387120
BAYCHESTER AV,12/20,74367491079,6065523812
BAYCHESTER AV,01/21,384235117437,31339610995
BAYCHESTER AV,02/21,347055523719,28308276486
BAYCHESTER AV,03/21,322270067115,26287719202
BEACH 105 ST,12/20,4283632795,74123690
BEACH 105 ST,01/21,22132259031,383293533
BEACH 105 ST,02/21,19871667275,344620518
BEACH 105 ST,03/21,18562979701,322386111
BEACH 25 ST,12/20,98763706,72093096
BEACH 25 ST,01/21,511370015,374372799
BEACH 25 ST,02/21,464596362,342033620
BEACH 25 ST,03/21,430717884,318569803
BEACH 36 ST,12/20,108872524,150116631
BEACH 36 ST,01/21,563700386,777181812
BEACH 36 ST,02/21,510767654,704129734
BEACH 36 ST,03/21,472486884,651311168
BEACH 44 ST,12/20,103054968,91873261
BEACH 44 ST,01/21,513604803,458453899
BEACH 44 ST,02/21,434856016,388915578
BEACH 44 ST,03/21,402166516,360221448
BEACH 60 ST,12/20,7452952270,9326784
BEACH 60 ST,01/21,22006474472,29776882
BEACH 60 ST,02/21,19880201419,29941962
BEACH 60 ST,03/21,18344354077,29895220
BEACH 67 ST,12/20,460743048,432834976
BEACH 67 ST,01/21,2383150854,2238662265
BEACH 67 ST,02/21,2156174345,2025280286
BEACH 67 ST,03/21,1992135971,1871121557
BEACH 90 ST,12/20,242550348,244654969
BEACH 90 ST,01/21,1247140192,1258238707
BEACH 90 ST,02/21,1113346419,1123656390
BEACH 90 ST,03/21,1055001485,1064754282
BEACH 98 ST,12/20,251094717,270137152
BEACH 98 ST,01/21,953476732,1025941745
BEACH 98 ST,02/21,866837798,932939324
BEACH 98 ST,03/21,800674914,861923502
BEDFORD AV,12/20,3277149026,3012647811
BEDFORD AV,01/21,16944209110,15590556262
BEDFORD AV,02/21,15582292060,14323424408
BEDFORD AV,03/21,14166594204,13055649951
BEDFORD PK BLVD,12/20,502006768,338265493
BEDFORD PK BLVD,01/21,2625254029,1769126009
BEDFORD PK BLVD,02/21,2388883743,1614964220
BEDFORD PK BLVD,03/21,2233757833,1513627845
BEDFORD-NOSTRAN,12/20,9889207514,1522141502
BEDFORD-NOSTRAN,01/21,50839827804,7635503396
BEDFORD-NOSTRAN,02/21,46006434375,6975482607
BEDFORD-NOSTRAN,03/21,42461942593,6450260642
BERGEN ST,12/20,1556555326,1392164441
BERGEN ST,01/21,8051670101,7204316492
BERGEN ST,02/21,7266489851,6496544620
BERGEN ST,03/21,6765135189,6060502684
BEVERLEY ROAD,12/20,429458144,505303269
BEVERLEY ROAD,01/21,2221188776,2613549101
BEVERLEY ROAD,02/21,2024134478,2380758869
BEVERLEY ROAD,03/21,1860999655,2188538170
BEVERLY RD,12/20,3064943198,674904799
BEVERLY RD,01/21,15840162220,3488286047
BEVERLY RD,02/21,14314089196,3152610776
BEVERLY RD,03/21,13212636015,2910362666
BLEECKER ST,12/20,1367982827,516291279
BLEECKER ST,01/21,7076475550,2672352461
BLEECKER ST,02/21,6404627382,2421016462
BLEECKER ST,03/21,5919267701,2240234665
BOROUGH HALL,12/20,6303726294,1271460895
BOROUGH HALL,01/21,32580924216,6584647912
BOROUGH HALL,02/21,29378019321,5962655781
BOROUGH HALL,03/21,27081432914,5529442054
BOTANIC GARDEN,12/20,219713396,128544173
BOTANIC GARDEN,01/21,1130212223,662773446
BOTANIC GARDEN,02/21,1027531398,604429743
BOTANIC GARDEN,03/21,955444342,563967904
BOWERY,12/20,474573715,422882845
BOWERY,01/21,2454619960,2189923337
BOWERY,02/21,2220688814,1985207641
BOWERY,03/21,2052246064,1838335385
BOWLING GREEN,12/20,88490340804,58378583415
BOWLING GREEN,01/21,439565132015,299018916754
BOWLING GREEN,02/21,397893976193,268884913350
BOWLING GREEN,03/21,364478605260,248887344270
BRIARWOOD,12/20,737098132,426405913
BRIARWOOD,01/21,3851200383,2203864567
BRIARWOOD,02/21,3471213030,2008857964
