STATION,DATE,ENTRIES,EXITS
6 AV,02/20,213295619023,211158450141
6 AV,03/20,226779710631,224515579939
6 AV,04/20,219422848529,217234651165
6 AV,05/20,228005268475,225731772970
6 AV,06/20,220649920827,218451308001
6 AV,07/20,228004345997,225735109464
6 AV,08/20,230455388718,228165185848
6 AV,09/20,220648155212,218459097284
6 AV,10/20,228002388600,225744850567
6 AV,11/20,220663610441,218479842828
6 AV,12/20,185097818613,183272092591
61 ST WOODSIDE,12/19,45672976977,52129519418
61 ST WOODSIDE,01/20,355884775764,406201157024
61 ST WOODSIDE,02/20,331222380637,378023867390
61 ST WOODSIDE,03/20,354066515880,404106380089
61 ST WOODSIDE,04/20,340815227174,388956381027
61 ST WOODSIDE,05/20,353711992931,403326086934
61 ST WOODSIDE,06/20,342183336611,390067290370
61 ST WOODSIDE,07/20,353608010211,403089353064
61 ST WOODSIDE,08/20,353627723862,403110062701
61 ST WOODSIDE,09/20,347950463485,396636026699
61 ST WOODSIDE,10/20,351841573592,401045633642
61 ST WOODSIDE,11/20,342302157682,390191321736
61 ST WOODSIDE,12/20,285275713143,325181448721
63 DR-REGO PARK,12/19,1438750816,496454086
63 DR-REGO PARK,01/20,11152550093,3844602776
63 DR-REGO PARK,02/20,10594899113,3659517152
63 DR-REGO PARK,03/20,11297586771,3907328117
63 DR-REGO PARK,04/20,10973945063,3796270495
63 DR-REGO PARK,05/20,11391461062,3945491688
63 DR-REGO PARK,06/20,11035868011,3824094048
63 DR-REGO PARK,07/20,11411015529,3959343713
63 DR-REGO PARK,08/20,11227149598,3928013566
63 DR-REGO PARK,09/20,10948479944,3818797962
63 DR-REGO PARK,10/20,12849055376,4151896172
63 DR-REGO PARK,11/20,11208834543,3883344968
63 DR-REGO PARK,12/20,9296699334,3226731966
65 ST,12/19,577709867,355304247
65 ST,01/20,4486499953,2760428691
65 ST,02/20,4212123045,2593201820
65 ST,03/20,4517267596,2783058963
65 ST,04/20,4375294782,2696650364
65 ST,05/20,4717591210,2908484676
65 ST,06/20,4380038593,2701346854
65 ST,07/20,4530536037,2795335711
65 ST,08/20,4535799014,2799989888
65 ST,09/20,4395008697,2714767019
65 ST,10/20,4548058169,2811351020
65 ST,11/20,4407841347,2726762770
65 ST,12/20,3677786932,2276587280
66 ST-LINCOLN,12/19,4291762839,1501576019
66 ST-LINCOLN,01/20,33409390221,11714611862
66 ST-LINCOLN,02/20,31261656788,11036843349
66 ST-LINCOLN,03/20,33508404561,11892069543
66 ST-LINCOLN,04/20,32446376048,11526747390
66 ST-LINCOLN,05/20,33476835460,11890156926
66 ST-LINCOLN,06/20,32382239750,11507871954
66 ST-LINCOLN,07/20,33541537307,11932542760
66 ST-LINCOLN,08/20,33550520853,11950410257
66 ST-LINCOLN,09/20,32442070034,11565297526
66 ST-LINCOLN,10/20,33492834368,11951978708
66 ST-LINCOLN,11/20,32417389355,11592407781
66 ST-LINCOLN,12/20,27069027754,9703750251
67 AV,12/19,1217730132,778870401
67 AV,01/20,9196281940,5854413996
67 AV,02/20,8777299623,5593779188
67 AV,03/20,9236046875,5866283116
67 AV,04/20,8994526709,5712403655
67 AV,05/20,10196607509,6572203597
67 AV,06/20,9315320084,5849610114
67 AV,07/20,9265359296,5891774304
67 AV,08/20,9238937809,5862982246
67 AV,09/20,9032858398,5734894077
67 AV,10/20,9456235172,5933681896
67 AV,11/20,9215118310,5781852955
67 AV,12/20,7660992029,4814444328
68ST-HUNTER CO,12/19,1850687933,1506464794
68ST-HUNTER CO,01/20,14389368668,11717743093
68ST-HUNTER CO,02/20,13558208534,11045713990
68ST-HUNTER CO,03/20,14585846112,11888845754
68ST-HUNTER CO,04/20,14135165276,11526345893
68ST-HUNTER CO,05/20,14615046557,11921933090
68ST-HUNTER CO,06/20,14148899366,11548752181
68ST-HUNTER CO,07/20,14646503062,11962467723
68ST-HUNTER CO,08/20,14893494059,12176641050
68ST-HUNTER CO,09/20,13706342902,11288286074
68ST-HUNTER CO,10/20,13978277195,11556399741
68ST-HUNTER CO,11/20,12831684745,10640431831
68ST-HUNTER CO,12/20,10771155464,8940537045
69 ST,12/19,724103013,607026456
69 ST,01/20,5625005400,4718498521
69 ST,02/20,5345585498,4489468254
69 ST,03/20,5650545271,4751343875
69 ST,04/20,5524575252,4646478284
69 ST,05/20,5670383925,4769822855
69 ST,06/20,5508329901,4633664262
69 ST,07/20,5691882852,4793917641
69 ST,08/20,5731042885,4830946646
69 ST,09/20,5520265907,4654971714
69 ST,10/20,5721040310,4831554171
69 ST,11/20,5537963910,4679427856
69 ST,12/20,4654831828,3941644823
7 AV,12/19,2206438017,2360156524
7 AV,01/20,16744556692,18141637340
7 AV,02/20,15837096146,17143013141
7 AV,03/20,17036497234,18410588037
7 AV,04/20,16555550531,17898510329
7 AV,05/20,17098757528,18479211087
7 AV,06/20,16356976336,17350121577
7 AV,07/20,16105366338,17161972212
7 AV,08/20,15265701752,16420976634
7 AV,09/20,14760476791,15838815504
7 AV,10/20,15458154225,16609382697
7 AV,11/20,14903086928,16028702323
7 AV,12/20,12091211809,13035305513
71 ST,12/19,665616474,381147447
71 ST,01/20,5154802057,2945070394
71 ST,02/20,4835168819,2759308987
71 ST,03/20,5305093181,3021835107
71 ST,04/20,5058640068,2880307140
71 ST,05/20,5230637305,2978451556
71 ST,06/20,5066836324,2885387354
71 ST,07/20,5327814929,3033752964
71 ST,08/20,5251484199,2989767355
71 ST,09/20,5091284358,2897628703
71 ST,10/20,5271712948,2999097699
71 ST,11/20,5066645754,2905361689
71 ST,12/20,4086915093,2385508290
72 ST,12/19,18823953097,43595317592
72 ST,01/20,145999486824,337984897087
72 ST,02/20,136728108900,316355440630
72 ST,03/20,146254776398,338309044637
72 ST,04/20,141606615955,327467061969
72 ST,05/20,146341714696,338403706347
72 ST,06/20,141641996025,327516020338
72 ST,07/20,146388111036,338471818311
72 ST,08/20,147349114335,340447526479
72 ST,09/20,141750731672,327666444307
72 ST,10/20,145236688291,336407706192
72 ST,11/20,139565185554,324746699475
72 ST,12/20,117691001321,273937702344
72 ST-2 AVE,12/19,3414681304,543046502
72 ST-2 AVE,01/20,26862484137,4345524722
72 ST-2 AVE,02/20,25153655156,4175977331
72 ST-2 AVE,03/20,26868166674,4556992674
72 ST-2 AVE,04/20,26015240409,4417979763
72 ST-2 AVE,05/20,26901639528,4588981652
72 ST-2 AVE,06/20,26011315580,4416374495
72 ST-2 AVE,07/20,26945787938,4637100178
72 ST-2 AVE,08/20,26991846791,4677507853
72 ST-2 AVE,09/20,26301955001,4591310683
72 ST-2 AVE,10/20,27073607536,4763455860
72 ST-2 AVE,11/20,26259758719,4669877104
72 ST-2 AVE,12/20,21913582672,3924048456
74 ST-BROADWAY,12/19,386203700,397907292
74 ST-BROADWAY,01/20,3034425030,3131081963
74 ST-BROADWAY,02/20,2839755486,2938197519
74 ST-BROADWAY,03/20,2983801199,3094322684
74 ST-BROADWAY,04/20,2938643472,3049778582
74 ST-BROADWAY,05/20,3038280644,3154411425
74 ST-BROADWAY,06/20,2975618430,3091325553
74 ST-BROADWAY,07/20,3110757462,3235319122
74 ST-BROADWAY,08/20,3034194940,3160131268
74 ST-BROADWAY,09/20,2942114277,3075149443
74 ST-BROADWAY,10/20,3146495098,3287251173
74 ST-BROADWAY,11/20,2988932971,3127650714
74 ST-BROADWAY,12/20,2465495626,2583497641
75 AV,12/19,11456584201,23454104566
75 AV,01/20,89752298953,183724352428
75 AV,02/20,84039074042,171998077014
75 AV,03/20,88346766182,180793872812
75 AV,04/20,85965234554,175908381598
75 AV,05/20,88354293334,180795111747
75 AV,06/20,85968113196,175909153006
75 AV,07/20,88732853316,181772832462
75 AV,08/20,85323496274,179348729857
75 AV,09/20,85978999240,175910439838
75 AV,10/20,88850019364,181774610949
75 AV,11/20,86465234296,176888332797
75 AV,12/20,72138782009,147570538504
75 ST-ELDERTS,12/19,308350610,268738416
75 ST-ELDERTS,01/20,2385714162,2078005190
75 ST-ELDERTS,02/20,2079997612,1818018550
75 ST-ELDERTS,03/20,1511920940,1491177592
75 ST-ELDERTS,04/20,1254309452,1235755808
75 ST-ELDERTS,05/20,1299160871,1279573721
75 ST-ELDERTS,06/20,1253526635,1232862565
75 ST-ELDERTS,07/20,1308858532,1287175899
75 ST-ELDERTS,08/20,1421016590,1396003091
75 ST-ELDERTS,09/20,1279764801,1255418237
75 ST-ELDERTS,10/20,1330543475,1302758566
75 ST-ELDERTS,11/20,1461789752,1428363954
75 ST-ELDERTS,12/20,1193913520,1165034363
77 ST,12/19,7080965148,3038839779
77 ST,01/20,54956619039,23624914102
77 ST,02/20,51573482906,22229549282
77 ST,03/20,55668156168,23870293821
77 ST,04/20,53466804380,23127292250
77 ST,05/20,55014736913,23871243463
77 ST,06/20,53500869961,23166188147
77 ST,07/20,55131740216,23876735152
77 ST,08/20,55259618711,23958225162
77 ST,09/20,53574082967,23277886781
77 ST,10/20,54820543625,24000062224
77 ST,11/20,54014177817,23578450713
77 ST,12/20,44659410188,19527779374
79 ST,12/19,3339747942,3481825118
79 ST,01/20,25530093114,26302291352
79 ST,02/20,24191709276,25116183905
79 ST,03/20,117617935687,122407767727
79 ST,04/20,124534424501,129547370122
79 ST,05/20,126304624057,131500406186
79 ST,06/20,125738642335,130702998858
79 ST,07/20,148233425738,153013764393
79 ST,08/20,127130136471,132366456670
79 ST,09/20,122299568899,127298565979
79 ST,10/20,126974060415,132124861540
79 ST,11/20,122913025669,127896107117
79 ST,12/20,93454390003,91447520979
8 AV,12/19,3767617786,2002371665
8 AV,01/20,28338749690,14322358517
8 AV,02/20,27319810638,13171092310
8 AV,03/20,85742907198,183903816355
8 AV,04/20,112035302086,264312823358
8 AV,05/20,114058152288,268825835541
8 AV,06/20,111259918377,264349383720
8 AV,07/20,117539960758,278903242899
8 AV,08/20,118082041108,278926461968
8 AV,09/20,112053348842,264353955576
8 AV,10/20,116440924760,274665261666
8 AV,11/20,112036014603,264377839158
8 AV,12/20,59109942617,114909815240
8 ST-NYU,12/19,2649689032,1364370147
8 ST-NYU,01/20,20684719991,10655613120
8 ST-NYU,02/20,19755137456,10183502304
8 ST-NYU,03/20,20638098495,10663562742
8 ST-NYU,04/20,19985423528,10339633975
8 ST-NYU,05/20,20731245507,10721800788
8 ST-NYU,06/20,20020901878,10339302784
8 ST-NYU,07/20,20664089849,10685329040
8 ST-NYU,08/20,20721134810,10732143616
8 ST-NYU,09/20,20064685082,10397823077
8 ST-NYU,10/20,20553901891,10753010762
8 ST-NYU,11/20,20034321058,10481820826
8 ST-NYU,12/20,18136270398,9141230204
80 ST,12/19,3265411427,235985062
80 ST,01/20,25688126294,1845208052
80 ST,02/20,23720392892,1735858928
80 ST,03/20,25353286155,1855067216
80 ST,04/20,24540339151,1798154807
80 ST,05/20,25741217425,1875009735
80 ST,06/20,24546580138,1801983371
80 ST,07/20,25370452355,1865407728
80 ST,08/20,25376964673,1869543692
80 ST,09/20,24554832164,1807126203
80 ST,10/20,22437890274,1868753759
80 ST,11/20,21295061018,1817977591
80 ST,12/20,20490184072,1522091903
81 ST-MUSEUM,12/19,1129879093,987846575
81 ST-MUSEUM,01/20,8368796485,6498597205
81 ST-MUSEUM,02/20,8058917593,6123179691
81 ST-MUSEUM,03/20,8460132811,6432705526
81 ST-MUSEUM,04/20,8139671130,6216869963
81 ST-MUSEUM,05/20,16856931236,8094833248
81 ST-MUSEUM,06/20,23146709974,9207504477
81 ST-MUSEUM,07/20,24038874377,9602602646
81 ST-MUSEUM,08/20,23850000894,9514806753
81 ST-MUSEUM,09/20,23269301128,9261345308
81 ST-MUSEUM,10/20,24240409757,9621093701
81 ST-MUSEUM,11/20,23015485207,9223456411
81 ST-MUSEUM,12/20,19763214594,7966911718
82 ST-JACKSON H,12/19,879486484,618671278
82 ST-JACKSON H,01/20,6851135377,4843255468
82 ST-JACKSON H,02/20,6522400695,4642697241
82 ST-JACKSON H,03/20,6937009435,4967274505
82 ST-JACKSON H,04/20,6790465562,4873173462
82 ST-JACKSON H,05/20,7044237335,5067713809
82 ST-JACKSON H,06/20,6888530509,4959147553
82 ST-JACKSON H,07/20,7357543677,5291553244
82 ST-JACKSON H,08/20,6835249031,4648240968
82 ST-JACKSON H,09/20,6644943844,4541477807
82 ST-JACKSON H,10/20,8767260457,6022086739
82 ST-JACKSON H,11/20,6650807260,4590096287
82 ST-JACKSON H,12/20,5590377879,3879787092
85 ST-FOREST PK,12/19,514127300,415025647
85 ST-FOREST PK,01/20,3993830856,3221234046
85 ST-FOREST PK,02/20,3752671832,3021841642
85 ST-FOREST PK,03/20,4006260049,3221229619
85 ST-FOREST PK,04/20,3881378454,3119569973
85 ST-FOREST PK,05/20,4022141295,3232545366
85 ST-FOREST PK,06/20,3910010261,3141353295
85 ST-FOREST PK,07/20,3763403583,3022521996
85 ST-FOREST PK,08/20,4075044338,3271442605
85 ST-FOREST PK,09/20,3929952419,3153457216
85 ST-FOREST PK,10/20,4676684659,3751360152
85 ST-FOREST PK,11/20,3946255991,3162453973
85 ST-FOREST PK,12/20,3294571921,2638764467
86 ST,12/19,38376384060,56557865202
86 ST,01/20,261754743907,423682263849
86 ST,02/20,246022148643,397271196663
86 ST,03/20,266860760482,424696264740
86 ST,04/20,258473534730,412717483460
86 ST,05/20,266214959894,424426959356
86 ST,06/20,257484403740,410688547259
86 ST,07/20,258210538777,422592629416
86 ST,08/20,245207380896,416912685031
86 ST,09/20,237192019319,403861870491
86 ST,10/20,243319122036,416987473006
86 ST,11/20,236505076815,405778598966
86 ST,12/20,196231194308,336462911252
86 ST-2 AVE,12/19,1460159299,1601455260
86 ST-2 AVE,01/20,11385941194,12457492519
86 ST-2 AVE,02/20,10873070513,11849703601
86 ST-2 AVE,03/20,11619023817,12614502683
86 ST-2 AVE,04/20,11149522006,12097027524
86 ST-2 AVE,05/20,11646315081,12637582333
86 ST-2 AVE,06/20,11210126716,12166797272
86 ST-2 AVE,07/20,11622847557,12603739079
86 ST-2 AVE,08/20,11635993346,12622335950
86 ST-2 AVE,09/20,11164098621,12162632639
86 ST-2 AVE,10/20,11202049752,12500051900
86 ST-2 AVE,11/20,10716988864,11951522693
86 ST-2 AVE,12/20,8942578736,9975506427
88 ST,12/19,136419878,41937242
88 ST,01/20,1064026861,327693681
88 ST,02/20,1007340435,311584841
88 ST,03/20,1088441951,338067887
88 ST,04/20,1056739327,328763344
88 ST,05/20,1093857467,340593938
88 ST,06/20,1061395539,330834341
88 ST,07/20,1100974715,343713760
88 ST,08/20,1105802000,345844857
88 ST,09/20,1069345323,335071945
88 ST,10/20,1095800350,335706897
88 ST,11/20,1077519808,336583951
88 ST,12/20,909426432,287217834
9 AV,12/19,735486118,715284104
9 AV,01/20,5684324523,5529111042
9 AV,02/20,5402421734,5256837432
9 AV,03/20,5765782805,5611683747
9 AV,04/20,5586178004,5437629273
9 AV,05/20,5775686875,5623197007
9 AV,06/20,5595516399,5448152604
9 AV,07/20,5790650894,5639168235
9 AV,08/20,5800402965,5650219320
9 AV,09/20,5624298716,5480020875
9 AV,10/20,5824508435,5677724010
9 AV,11/20,6496604990,6335473156
9 AV,12/20,4706770650,4588140060
90 ST-ELMHURST,12/19,1603534873,829798874
90 ST-ELMHURST,01/20,12471832800,6451617629
90 ST-ELMHURST,02/20,11673106459,6035731688
90 ST-ELMHURST,03/20,12533354560,6471997763
90 ST-ELMHURST,04/20,12234953254,6325931738
90 ST-ELMHURST,05/20,12658289925,6545729300
90 ST-ELMHURST,06/20,12266813018,6346001290
90 ST-ELMHURST,07/20,12705990619,6575916998
90 ST-ELMHURST,08/20,12738277673,6596110192
90 ST-ELMHURST,09/20,12568512884,6512112853
90 ST-ELMHURST,10/20,18939576961,9817685936
90 ST-ELMHURST,11/20,12511860732,6489534653
90 ST-ELMHURST,12/20,10328544302,5360344261
96 ST,12/19,22415758526,4395183625
96 ST,01/20,173320966260,34155495328
96 ST,02/20,159828462062,32177984002
96 ST,03/20,173039743571,34029925377
96 ST,04/20,166884342680,33052309677
96 ST,05/20,173227833704,34217310245
96 ST,06/20,170506398183,33219582783
96 ST,07/20,175383338539,34294557235
96 ST,08/20,162843663350,31732216446
96 ST,09/20,154857179380,29989569652
96 ST,10/20,160645465229,30779687947
96 ST,11/20,155736958348,30044088888
96 ST,12/20,130555345693,25100098377
96 ST-2 AVE,12/19,425200119,313045706
96 ST-2 AVE,01/20,3345476169,2462742304
96 ST-2 AVE,02/20,3294447376,2431586209
96 ST-2 AVE,03/20,3517188731,2589489583
96 ST-2 AVE,04/20,3423202268,2522402483
96 ST-2 AVE,05/20,3563823389,2630076015
96 ST-2 AVE,06/20,4096843391,2609241119
96 ST-2 AVE,07/20,3572191249,2641451515
96 ST-2 AVE,08/20,3436737665,2492493700
96 ST-2 AVE,09/20,3334951984,2405771932
96 ST-2 AVE,10/20,3431871306,2481197525
96 ST-2 AVE,11/20,3353746288,2431337307
96 ST-2 AVE,12/20,2809721866,2043295019
9TH STREET,12/19,5545511,5802789
9TH STREET,01/20,37631705,46250239
9TH STREET,02/20,41700106,44818974
9TH STREET,03/20,64346771,63280228
9TH STREET,04/20,64766405,60699597
9TH STREET,05/20,67734125,64403546
9TH STREET,06/20,67433437,65145508
9TH STREET,07/20,73044336,71984220
9TH STREET,08/20,76735808,77607064
9TH STREET,09/20,79950055,82226926
9TH STREET,10/20,69804870,85526845
9TH STREET,11/20,69308513,85316348
9TH STREET,12/20,61955253,78988672
ALABAMA AV,12/19,199381111,215611407
ALABAMA AV,01/20,1558901534,1686169955
ALABAMA AV,02/20,1485272909,1607049783
ALABAMA AV,03/20,1562165622,1690566656
ALABAMA AV,04/20,1489549120,1612722178
ALABAMA AV,05/20,1577339508,1708813217
ALABAMA AV,06/20,1477385581,1595645618
ALABAMA AV,07/20,1572617093,1705021929
ALABAMA AV,08/20,1648164237,1790104049
ALABAMA AV,09/20,1541651040,1675759105
ALABAMA AV,10/20,1598439221,1738701618
ALABAMA AV,11/20,1543621468,1680081575
ALABAMA AV,12/20,1297388346,1412814511
ALLERTON AV,12/19,534602032,47377883
ALLERTON AV,01/20,4156599138,373142183
ALLERTON AV,02/20,3911496587,359254821
ALLERTON AV,03/20,4204510404,394620815
ALLERTON AV,04/20,4099910076,388969169
ALLERTON AV,05/20,4218236029,403561062
ALLERTON AV,06/20,4156288325,401493128
ALLERTON AV,07/20,4231468016,413184476
ALLERTON AV,08/20,4238633817,418041154
ALLERTON AV,09/20,4110529427,410226109
ALLERTON AV,10/20,4258598817,430602716
ALLERTON AV,11/20,4130708329,422641544
ALLERTON AV,12/20,3449159697,356524329
AQUEDUCT N.COND,12/19,144926631,526352177
AQUEDUCT N.COND,01/20,1125331592,4083971396
AQUEDUCT N.COND,02/20,1056403866,3828012178
AQUEDUCT N.COND,03/20,1132876248,4099163534
AQUEDUCT N.COND,04/20,1097353629,3968531004
AQUEDUCT N.COND,05/20,1134458293,4101596653
AQUEDUCT N.COND,06/20,1098608491,3970241474
AQUEDUCT N.COND,07/20,1154491324,3212975967
AQUEDUCT N.COND,08/20,1246743356,933337814
AQUEDUCT N.COND,09/20,1188705750,891257306
AQUEDUCT N.COND,10/20,9836373698,995792754
AQUEDUCT N.COND,11/20,1556911631,865276168
AQUEDUCT N.COND,12/20,982259926,748508792
AQUEDUCT RACETR,12/19,1319475110,415618863
AQUEDUCT RACETR,01/20,10230679175,3221572109
AQUEDUCT RACETR,02/20,9577824062,3014540703
AQUEDUCT RACETR,03/20,10189523020,3205879547
AQUEDUCT RACETR,04/20,9914958125,3119398534
AQUEDUCT RACETR,05/20,10245553452,3223442002
AQUEDUCT RACETR,06/20,9860076641,3102222796
AQUEDUCT RACETR,07/20,10245842520,3223677833
AQUEDUCT RACETR,08/20,10246048338,3223784949
AQUEDUCT RACETR,09/20,9916620906,3120034231
AQUEDUCT RACETR,10/20,10030216641,3155240523
AQUEDUCT RACETR,11/20,9362439100,2934859511
AQUEDUCT RACETR,12/20,8271503535,2601208807
ASTOR PL,12/19,555319397,796912096
ASTOR PL,01/20,4342631987,6218214976
ASTOR PL,02/20,4137942779,5903618739
ASTOR PL,03/20,4516772997,6398324813
ASTOR PL,04/20,4353158533,6189943385
ASTOR PL,05/20,4503522453,6407287995
ASTOR PL,06/20,4363624210,6072185554
ASTOR PL,07/20,4468983864,6254597938
ASTOR PL,08/20,4482079441,6277912102
ASTOR PL,09/20,4348251057,6091258278
ASTOR PL,10/20,4523781822,6289088337
ASTOR PL,11/20,4370333178,6110692973
ASTOR PL,12/20,3670684711,5159800602
ASTORIA BLVD,12/19,2687022959,19234365039
ASTORIA BLVD,01/20,17230328966,127084057496
ASTORIA BLVD,02/20,14660474895,122122577576
ASTORIA BLVD,03/20,15272224478,126959468153
ASTORIA BLVD,04/20,14866842907,123536542145
ASTORIA BLVD,05/20,15328786541,128261623287
ASTORIA BLVD,06/20,14506227943,124110241000
ASTORIA BLVD,07/20,12442889293,126985212277
ASTORIA BLVD,08/20,12473086848,127019979360
ASTORIA BLVD,09/20,12082890412,122936493416
ASTORIA BLVD,10/20,12500783348,127051367179
ASTORIA BLVD,11/20,12179700807,123652803611
ASTORIA BLVD,12/20,10103929361,102486316066
ASTORIA DITMARS,12/19,905267188,722288691
ASTORIA DITMARS,01/20,6779381420,5413679590
ASTORIA DITMARS,02/20,6417357370,5131447200
ASTORIA DITMARS,03/20,6890916799,5517227577
ASTORIA DITMARS,04/20,6720164516,5384556932
ASTORIA DITMARS,05/20,6945690806,5568594383
ASTORIA DITMARS,06/20,6734993957,5415306115
ASTORIA DITMARS,07/20,6976705750,5604094686
ASTORIA DITMARS,08/20,6991082347,5626597419
ASTORIA DITMARS,09/20,6674170943,5542197421
ASTORIA DITMARS,10/20,6942291650,5663272566
ASTORIA DITMARS,11/20,6880862678,5562337944
ASTORIA DITMARS,12/20,5719937942,4630771601
ATL AV-BARCLAY,12/19,22231260910,6610345580
ATL AV-BARCLAY,01/20,173930291486,51639039255
ATL AV-BARCLAY,02/20,162140955290,48254437676
ATL AV-BARCLAY,03/20,171572064485,51455533821
ATL AV-BARCLAY,04/20,166318377025,49523646931
ATL AV-BARCLAY,05/20,172447765730,51645914677
ATL AV-BARCLAY,06/20,167208437625,50154956076
ATL AV-BARCLAY,07/20,171495267771,51632559627
ATL AV-BARCLAY,08/20,171441490078,51147604870
ATL AV-BARCLAY,09/20,165914028103,49621798322
ATL AV-BARCLAY,10/20,171065513230,51414259747
ATL AV-BARCLAY,11/20,167003243183,50027483152
ATL AV-BARCLAY,12/20,138594620017,41700073932
ATLANTIC AV,12/19,91299665,37950909
ATLANTIC AV,01/20,711618024,296014812
ATLANTIC AV,02/20,672596790,280090031
ATLANTIC AV,03/20,722035306,300918324
ATLANTIC AV,04/20,717027728,299133907
ATLANTIC AV,05/20,730807559,305280421
ATLANTIC AV,06/20,694764812,290667293
ATLANTIC AV,07/20,735840143,308530729
ATLANTIC AV,08/20,738733392,310481420
ATLANTIC AV,09/20,714629971,301057214
ATLANTIC AV,10/20,743025992,313411828
ATLANTIC AV,11/20,728654524,308236106
ATLANTIC AV,12/20,606430513,256998101
AVENUE H,12/19,3032314137,51722556
AVENUE H,01/20,22689280546,393451874
AVENUE H,02/20,21126048309,378407899
AVENUE H,03/20,22473206721,413355779
AVENUE H,04/20,21870634364,405834838
AVENUE H,05/20,22601356614,421375462
AVENUE H,06/20,21874677319,410429230
AVENUE H,07/20,22590655842,422557057
AVENUE H,08/20,22324984953,327563075
AVENUE H,09/20,21610373980,322819246
AVENUE H,10/20,23983730680,323103979
AVENUE H,11/20,24383936757,306712418
AVENUE H,12/20,18201847829,233063810
AVENUE I,12/19,247872873,24132949607
AVENUE I,01/20,1926105742,187031222030
AVENUE I,02/20,1810376577,174966330721
AVENUE I,03/20,1944165592,187034865047
AVENUE I,04/20,1880338542,180995490531
AVENUE I,05/20,1948806285,187035523000
AVENUE I,06/20,1908673239,183013578313
AVENUE I,07/20,1953003831,187036438211
AVENUE I,08/20,1981248113,191038004137
AVENUE I,09/20,1893721532,181003309758
AVENUE I,10/20,2140087892,212017964602
AVENUE I,11/20,1788478894,180800327136
AVENUE I,12/20,1507868098,151674128344
AVENUE J,12/19,577461072,360370771
AVENUE J,01/20,4479122046,2791863661
AVENUE J,02/20,4217021308,2628133995
AVENUE J,03/20,4477825705,2789160148
AVENUE J,04/20,4414729267,2749742389
AVENUE J,05/20,4516313044,2809918641
AVENUE J,06/20,4396826050,2739889067
AVENUE J,07/20,4426068040,2794264213
AVENUE J,08/20,4388098512,2788140615
AVENUE J,09/20,4535081805,2882745466
AVENUE J,10/20,4364142793,2773810938
AVENUE J,11/20,4235595375,2692287364
AVENUE J,12/20,3536617677,2249103523
AVENUE M,12/19,2773649174,136697031
AVENUE M,01/20,21505116063,1062591575
AVENUE M,02/20,20031936362,1001977406
AVENUE M,03/20,21440080630,1079093367
AVENUE M,04/20,20870537503,1055198783
AVENUE M,05/20,21569611546,1092274575
AVENUE M,06/20,20878799013,1059720995
AVENUE M,07/20,21571060568,1093098633
AVENUE M,08/20,21590454927,1103351076
AVENUE M,09/20,20781166570,1063511828
AVENUE M,10/20,21592355494,940947837
AVENUE M,11/20,20826267441,778201676
AVENUE M,12/20,17267737898,649146863
AVENUE N,12/19,31794456090,246454291
AVENUE N,01/20,246414613610,1912851483
AVENUE N,02/20,230530166733,1794471426
AVENUE N,03/20,246442244694,1923528437
AVENUE N,04/20,238492362974,1861833280
AVENUE N,05/20,250006033491,1950950446
AVENUE N,06/20,238361644608,1862906572
AVENUE N,07/20,246454362673,1928584934
AVENUE N,08/20,246458547872,1930187890
AVENUE N,09/20,237328561679,1866094458
AVENUE N,10/20,246468399361,1934316316
AVENUE N,11/20,238523496050,1874341236
AVENUE N,12/20,210735489242,1741548337
AVENUE P,12/19,338480056,203878277
AVENUE P,01/20,2624636889,1579534874
AVENUE P,02/20,2470544396,1485140154
AVENUE P,03/20,2637723010,1584062909
AVENUE P,04/20,2569861737,1543333731
AVENUE P,05/20,2700433608,1621798248
AVENUE P,06/20,2559869224,1537285708
AVENUE P,07/20,2663235901,1599147655
AVENUE P,08/20,2666936670,1601187025
AVENUE P,09/20,2570150938,1542943567
AVENUE P,10/20,2660879831,1597031474
AVENUE P,11/20,2608132041,1565025532
AVENUE P,12/20,2164642770,1298726096
AVENUE U,12/19,40269034829,17887941070
AVENUE U,01/20,310214128495,137833970868
AVENUE U,02/20,290547827065,129034874221
AVENUE U,03/20,310744842850,137995895389
AVENUE U,04/20,302019315518,134219846722
AVENUE U,05/20,312242138796,138706903025
AVENUE U,06/20,297763263050,134251331851
AVENUE U,07/20,294574062023,139327781429
AVENUE U,08/20,296821879787,140239710163
AVENUE U,09/20,314827536606,149198498230
AVENUE U,10/20,294403134091,139253826824
AVENUE U,11/20,284964644219,134803417873
AVENUE U,12/20,237477960298,112335643015
AVENUE X,12/19,228030283,240783821
AVENUE X,01/20,887334897,1576271817
AVENUE X,02/20,566498807,1418973038
AVENUE X,03/20,617960772,1524554681
AVENUE X,04/20,601698147,1477451572
AVENUE X,05/20,627519758,1536618356
AVENUE X,06/20,623363463,1521602457
AVENUE X,07/20,633495714,1540130804
AVENUE X,08/20,633797346,1534164396
AVENUE X,09/20,620666540,1495178246
AVENUE X,10/20,645928165,1547953300
AVENUE X,11/20,633928516,1509535764
AVENUE X,12/20,528573693,1253040720
B'WAY-LAFAYETTE,12/19,47632060216,38771810117
B'WAY-LAFAYETTE,01/20,369397778541,300654137086
B'WAY-LAFAYETTE,02/20,345636401624,281369615793
B'WAY-LAFAYETTE,03/20,369601467235,300944005145
B'WAY-LAFAYETTE,04/20,355758024827,289703912226
B'WAY-LAFAYETTE,05/20,367616294231,299356387791
