STATION,DATE,ENTRIES,EXITS
Fordham Rd,05/20,126063.0,79343.0
Fordham Rd,06/20,163722.0,102479.0
Fordham Rd,07/20,194607.0,125039.0
Fordham Rd,08/20,196777.0,130884.0
Fordham Rd,09/20,238527.0,136851.0
Fordham Rd,10/20,263125.0,147936.0
Fordham Rd,11/20,239729.0,137080.0
Fordham Rd,12/20,197284.0,112919.0
Fordham Rd,01/19,542249.0,203227.0
Fordham Rd,02/19,510471.0,192776.0
Fordham Rd,03/19,577263.0,230286.0
Fordham Rd,04/19,575212.0,227056.0
Fordham Rd,05/19,608033.0,243879.0
Fordham Rd,06/19,569222.0,236523.0
Fordham Rd,07/19,571302.0,244464.0
Fordham Rd,08/19,568778.0,240533.0
Fordham Rd,09/19,590089.0,246542.0
Fordham Rd,10/19,626562.0,250645.0
Fordham Rd,11/19,577265.0,224339.0
Fordham Rd,12/19,550943.0,247582.0
Forest Av,01/20,119739.0,93210.0
Forest Av,02/20,114802.0,89962.0
Forest Av,03/20,69442.0,57620.0
Forest Av,04/20,11244.0,11595.0
Forest Av,05/20,16042.0,16517.0
Forest Av,06/20,27529.0,26996.0
Forest Av,07/20,36955.0,34940.0
Forest Av,08/20,39264.0,38466.0
Forest Av,09/20,47420.0,44150.0
Forest Av,10/20,50825.0,47464.0
Forest Av,11/20,41612.0,39347.0
Forest Av,12/20,33967.0,33082.0
Forest Av,01/19,83667.0,59512.0
Forest Av,02/19,99245.0,75743.0
Forest Av,03/19,106322.0,81209.0
Forest Av,04/19,98409.0,72287.0
Forest Av,05/19,115810.0,88955.0
Forest Av,06/19,111537.0,86394.0
Forest Av,07/19,110524.0,86949.0
Forest Av,08/19,113931.0,89123.0
Forest Av,09/19,121448.0,92548.0
Forest Av,10/19,129529.0,96595.0
Forest Av,11/19,117271.0,90603.0
Forest Av,12/19,114826.0,88271.0
Forest Hills - 71 Av,01/20,681667.0,365282.0
Forest Hills - 71 Av,02/20,632601.0,338983.0
Forest Hills - 71 Av,03/20,368926.0,214373.0
Forest Hills - 71 Av,04/20,59560.0,47892.0
Forest Hills - 71 Av,05/20,76763.0,60460.0
Forest Hills - 71 Av,06/20,122861.0,90828.0
Forest Hills - 71 Av,07/20,174072.0,124648.0
Forest Hills - 71 Av,08/20,185061.0,136103.0
Forest Hills - 71 Av,09/20,221828.0,153441.0
Forest Hills - 71 Av,10/20,233634.0,159018.0
Forest Hills - 71 Av,11/20,217911.0,147718.0
Forest Hills - 71 Av,12/20,181980.0,124225.0
Forest Hills - 71 Av,01/19,679557.0,350498.0
Forest Hills - 71 Av,02/19,628869.0,327916.0
Forest Hills - 71 Av,03/19,701979.0,363213.0
Forest Hills - 71 Av,04/19,692674.0,360021.0
Forest Hills - 71 Av,05/19,732839.0,387405.0
Forest Hills - 71 Av,06/19,685910.0,368143.0
Forest Hills - 71 Av,07/19,671860.0,359435.0
Forest Hills - 71 Av,08/19,671952.0,364135.0
Forest Hills - 71 Av,09/19,687194.0,340331.0
Forest Hills - 71 Av,10/19,701516.0,382333.0
Forest Hills - 71 Av,11/19,680830.0,367535.0
Forest Hills - 71 Av,12/19,668696.0,356972.0
Fort Hamilton Pkwy,01/20,424867.0,212945.0
Fort Hamilton Pkwy,02/20,397293.0,201283.0
Fort Hamilton Pkwy,03/20,229451.0,121924.0
Fort Hamilton Pkwy,04/20,36515.0,24682.0
Fort Hamilton Pkwy,05/20,48589.0,33191.0
Fort Hamilton Pkwy,06/20,81614.0,53027.0
Fort Hamilton Pkwy,07/20,109946.0,68165.0
Fort Hamilton Pkwy,08/20,119651.0,75866.0
Fort Hamilton Pkwy,09/20,147592.0,90546.0
Fort Hamilton Pkwy,10/20,153907.0,92066.0
Fort Hamilton Pkwy,11/20,147200.0,88883.0
Fort Hamilton Pkwy,12/20,118047.0,73381.0
Fort Hamilton Pkwy,01/19,331842.0,123608.0
Fort Hamilton Pkwy,02/19,296386.0,111083.0
Fort Hamilton Pkwy,03/19,348081.0,128226.0
Fort Hamilton Pkwy,04/19,312630.0,117939.0
Fort Hamilton Pkwy,05/19,365529.0,135696.0
Fort Hamilton Pkwy,06/19,322982.0,123423.0
Fort Hamilton Pkwy,07/19,357403.0,180953.0
Fort Hamilton Pkwy,08/19,360016.0,186887.0
Fort Hamilton Pkwy,09/19,420181.0,212724.0
Fort Hamilton Pkwy,10/19,447419.0,228753.0
Fort Hamilton Pkwy,11/19,421170.0,212734.0
Fort Hamilton Pkwy,12/19,414067.0,211308.0
Franklin Av,01/20,573499.0,445933.0
Franklin Av,02/20,555050.0,428993.0
Franklin Av,03/20,322493.0,264657.0
Franklin Av,04/20,62198.0,73119.0
Franklin Av,05/20,72983.0,79761.0
Franklin Av,06/20,100067.0,107417.0
Franklin Av,07/20,124435.0,134283.0
Franklin Av,08/20,136643.0,151906.0
Franklin Av,09/20,170129.0,174938.0
Franklin Av,10/20,183141.0,189481.0
Franklin Av,11/20,163605.0,173970.0
Franklin Av,12/20,131383.0,140032.0
Franklin Av,01/19,539388.0,377787.0
Franklin Av,02/19,496768.0,353907.0
Franklin Av,03/19,559983.0,405155.0
Franklin Av,04/19,545776.0,398897.0
Franklin Av,05/19,573809.0,423283.0
Franklin Av,06/19,545235.0,394977.0
Franklin Av,07/19,568654.0,387929.0
Franklin Av,08/19,516806.0,375288.0
Franklin Av,09/19,596667.0,413718.0
Franklin Av,10/19,634116.0,440426.0
Franklin Av,11/19,550421.0,394768.0
Franklin Av,12/19,513885.0,369423.0
Franklin St,01/20,135115.0,81376.0
Franklin St,02/20,127951.0,80686.0
Franklin St,03/20,57196.0,37599.0
Franklin St,04/20,3978.0,3915.0
Franklin St,05/20,5193.0,4592.0
Franklin St,06/20,10026.0,8287.0
Franklin St,07/20,16035.0,12990.0
Franklin St,08/20,18733.0,14936.0
Franklin St,09/20,23677.0,18971.0
Franklin St,10/20,27982.0,24838.0
Franklin St,11/20,24956.0,20666.0
Franklin St,12/20,19038.0,16624.0
Franklin St,01/19,148023.0,102952.0
Franklin St,02/19,140442.0,96976.0
Franklin St,03/19,148843.0,98892.0
Franklin St,04/19,155222.0,100226.0
Franklin St,05/19,152038.0,92230.0
Franklin St,06/19,77918.0,66615.0
Franklin St,07/19,67315.0,60485.0
Franklin St,08/19,116923.0,70661.0
Franklin St,09/19,140223.0,81119.0
Franklin St,10/19,158599.0,91266.0
Franklin St,11/19,145686.0,83548.0
Franklin St,12/19,137494.0,65750.0
Freeman St,01/20,115336.0,109435.0
Freeman St,02/20,110354.0,104746.0
Freeman St,03/20,74147.0,64428.0
Freeman St,04/20,21954.0,28973.0
Freeman St,05/20,26373.0,35213.0
Freeman St,06/20,29486.0,42247.0
Freeman St,07/20,35443.0,49356.0
Freeman St,08/20,35279.0,47481.0
Freeman St,09/20,44170.0,49706.0
Freeman St,10/20,48406.0,54670.0
Freeman St,11/20,44821.0,59979.0
Freeman St,12/20,35725.0,47896.0
Freeman St,01/19,114200.0,93750.0
Freeman St,02/19,106801.0,89268.0
Freeman St,03/19,123213.0,104088.0
Freeman St,04/19,113060.0,103025.0
Freeman St,05/19,125828.0,113306.0
Freeman St,06/19,117334.0,101487.0
Freeman St,07/19,107707.0,99165.0
Freeman St,08/19,104584.0,91993.0
Freeman St,09/19,114011.0,105484.0
Freeman St,10/19,126414.0,115197.0
Freeman St,11/19,115112.0,103489.0
Freeman St,12/19,110583.0,103379.0
Fresh Pond Rd,01/20,161073.0,175199.0
Fresh Pond Rd,02/20,153698.0,166195.0
Fresh Pond Rd,03/20,96737.0,105229.0
Fresh Pond Rd,04/20,18184.0,22468.0
Fresh Pond Rd,05/20,24345.0,29452.0
Fresh Pond Rd,06/20,39113.0,46983.0
Fresh Pond Rd,07/20,53276.0,62398.0
Fresh Pond Rd,08/20,54881.0,65765.0
Fresh Pond Rd,09/20,66037.0,77082.0
Fresh Pond Rd,10/20,71578.0,84185.0
Fresh Pond Rd,11/20,60269.0,72851.0
Fresh Pond Rd,12/20,49186.0,60805.0
Fresh Pond Rd,01/19,118541.0,123433.0
Fresh Pond Rd,02/19,132096.0,141791.0
Fresh Pond Rd,03/19,145164.0,154976.0
Fresh Pond Rd,04/19,140677.0,148218.0
Fresh Pond Rd,05/19,161632.0,171788.0
Fresh Pond Rd,06/19,152021.0,162543.0
Fresh Pond Rd,07/19,151255.0,161860.0
Fresh Pond Rd,08/19,154122.0,164581.0
Fresh Pond Rd,09/19,163270.0,174726.0
Fresh Pond Rd,10/19,176265.0,187991.0
Fresh Pond Rd,11/19,159135.0,171906.0
Fresh Pond Rd,12/19,156682.0,169190.0
Fulton St,01/20,2332307.0,2150889.0
Fulton St,02/20,2170564.0,2015812.0
Fulton St,03/20,1127051.0,1074481.0
Fulton St,04/20,133111.0,166075.0
Fulton St,05/20,167700.0,206284.0
Fulton St,06/20,282126.0,325212.0
Fulton St,07/20,390880.0,446001.0
Fulton St,08/20,417780.0,488463.0
Fulton St,09/20,509371.0,589849.0
Fulton St,10/20,564728.0,661576.0
Fulton St,11/20,483199.0,579602.0
Fulton St,12/20,377216.0,463906.0
Fulton St,01/19,2251581.0,1913865.0
Fulton St,02/19,2154515.0,1810982.0
Fulton St,03/19,2457848.0,2070327.0
Fulton St,04/19,2526307.0,2143450.0
Fulton St,05/19,2618925.0,2197171.0
Fulton St,06/19,2445538.0,2119336.0
Fulton St,07/19,2549802.0,2233396.0
Fulton St,08/19,2453962.0,2157922.0
Fulton St,09/19,2465591.0,2184666.0
Fulton St,10/19,2680406.0,2375160.0
Fulton St,11/19,2301439.0,2056646.0
Fulton St,12/19,2311869.0,2078269.0
Gates Av,01/20,190736.0,83436.0
Gates Av,02/20,182085.0,79553.0
Gates Av,03/20,111586.0,53201.0
Gates Av,04/20,22321.0,15227.0
Gates Av,05/20,29181.0,19466.0
Gates Av,06/20,41723.0,25368.0
Gates Av,07/20,54786.0,31024.0
Gates Av,08/20,58670.0,33195.0
Gates Av,09/20,65689.0,36977.0
Gates Av,10/20,71014.0,40743.0
Gates Av,11/20,64092.0,38419.0
Gates Av,12/20,51554.0,31674.0
Gates Av,01/19,172153.0,68319.0
Gates Av,02/19,171134.0,69095.0
Gates Av,03/19,191775.0,77385.0
Gates Av,04/19,187576.0,76488.0
Gates Av,05/19,201354.0,83226.0
Gates Av,06/19,190624.0,78829.0
Gates Av,07/19,188916.0,80792.0
Gates Av,08/19,192468.0,81833.0
Gates Av,09/19,200385.0,82441.0
Gates Av,10/19,212826.0,88602.0
Gates Av,11/19,191718.0,80831.0
Gates Av,12/19,182279.0,76963.0
Graham Av,01/20,227156.0,146461.0
Graham Av,02/20,207202.0,132154.0
Graham Av,03/20,114125.0,84784.0
Graham Av,04/20,16494.0,21131.0
Graham Av,05/20,21060.0,25907.0
Graham Av,06/20,35967.0,39930.0
Graham Av,07/20,51685.0,56028.0
Graham Av,08/20,58380.0,62367.0
Graham Av,09/20,72364.0,73917.0
Graham Av,10/20,76851.0,83512.0
Graham Av,11/20,66018.0,75460.0
Graham Av,12/20,55777.0,63066.0
Graham Av,01/19,252390.0,174775.0
Graham Av,02/19,178900.0,114244.0
Graham Av,03/19,223314.0,151329.0
Graham Av,04/19,254299.0,167587.0
Graham Av,05/19,247222.0,157013.0
Graham Av,06/19,230864.0,149680.0
Graham Av,07/19,209271.0,134919.0
Graham Av,08/19,210345.0,137402.0
Graham Av,09/19,215131.0,138003.0
Graham Av,10/19,247154.0,158348.0
Graham Av,11/19,229288.0,153090.0
Graham Av,12/19,220390.0,145745.0
Grand Army Plaza,01/20,197593.0,78981.0
Grand Army Plaza,02/20,193104.0,76075.0
Grand Army Plaza,03/20,98113.0,41424.0
Grand Army Plaza,04/20,11006.0,6494.0
Grand Army Plaza,05/20,14240.0,8654.0
Grand Army Plaza,06/20,26125.0,15150.0
Grand Army Plaza,07/20,32069.0,19094.0
Grand Army Plaza,08/20,35824.0,21153.0
Grand Army Plaza,09/20,47365.0,26499.0
Grand Army Plaza,10/20,54488.0,28642.0
Grand Army Plaza,11/20,46346.0,25141.0
Grand Army Plaza,12/20,36327.0,18950.0
Grand Army Plaza,01/19,190765.0,69378.0
Grand Army Plaza,02/19,176525.0,67503.0
Grand Army Plaza,03/19,184856.0,73887.0
Grand Army Plaza,04/19,197592.0,72595.0
Grand Army Plaza,05/19,208824.0,80821.0
Grand Army Plaza,06/19,194488.0,76814.0
Grand Army Plaza,07/19,184338.0,69185.0
Grand Army Plaza,08/19,171898.0,65963.0
Grand Army Plaza,09/19,198627.0,81718.0
Grand Army Plaza,10/19,211976.0,92242.0
Grand Army Plaza,11/19,204133.0,81119.0
Grand Army Plaza,12/19,183787.0,75402.0
Grand Av - Newtown,01/20,463266.0,276724.0
Grand Av - Newtown,02/20,447790.0,272459.0
Grand Av - Newtown,03/20,271124.0,171793.0
Grand Av - Newtown,04/20,36268.0,34223.0
Grand Av - Newtown,05/20,52619.0,46903.0
Grand Av - Newtown,06/20,90464.0,72288.0
Grand Av - Newtown,07/20,129109.0,100043.0
Grand Av - Newtown,08/20,137307.0,112423.0
Grand Av - Newtown,09/20,173752.0,135240.0
Grand Av - Newtown,10/20,191670.0,140019.0
Grand Av - Newtown,11/20,182170.0,139544.0
Grand Av - Newtown,12/20,151944.0,116811.0
Grand Av - Newtown,01/19,478427.0,274222.0
Grand Av - Newtown,02/19,433231.0,252820.0
Grand Av - Newtown,03/19,505940.0,298681.0
Grand Av - Newtown,04/19,490405.0,291115.0
Grand Av - Newtown,05/19,506123.0,295168.0
Grand Av - Newtown,06/19,457919.0,272859.0
Grand Av - Newtown,07/19,468487.0,277905.0
Grand Av - Newtown,08/19,454631.0,268362.0
Grand Av - Newtown,09/19,487490.0,286667.0
Grand Av - Newtown,10/19,527472.0,308803.0
Grand Av - Newtown,11/19,472275.0,280028.0
Grand Av - Newtown,12/19,483099.0,289776.0
Grand Central - 42 St,01/20,3487187.0,3450828.0
Grand Central - 42 St,02/20,3190446.0,3193163.0
Grand Central - 42 St,03/20,1542965.0,1620170.0
Grand Central - 42 St,04/20,135667.0,187689.0
Grand Central - 42 St,05/20,173643.0,233724.0
Grand Central - 42 St,06/20,313140.0,392750.0
Grand Central - 42 St,07/20,450283.0,567744.0
Grand Central - 42 St,08/20,494284.0,639218.0
Grand Central - 42 St,09/20,606641.0,754558.0
Grand Central - 42 St,10/20,692607.0,868412.0
Grand Central - 42 St,11/20,604339.0,764106.0
Grand Central - 42 St,12/20,495361.0,639502.0
Grand Central - 42 St,01/19,3736549.0,3327737.0
Grand Central - 42 St,02/19,3450199.0,3048787.0
Grand Central - 42 St,03/19,3919704.0,3526190.0
Grand Central - 42 St,04/19,3973691.0,3597054.0
Grand Central - 42 St,05/19,4008898.0,3660792.0
Grand Central - 42 St,06/19,3783242.0,3521607.0
Grand Central - 42 St,07/19,3837011.0,3629676.0
Grand Central - 42 St,08/19,3662669.0,3548619.0
Grand Central - 42 St,09/19,3668348.0,3553142.0
Grand Central - 42 St,10/19,4056222.0,3987190.0
Grand Central - 42 St,11/19,3527654.0,3306700.0
Grand Central - 42 St,12/19,3562595.0,3471437.0
Grand St,01/20,842137.0,665096.0
Grand St,02/20,747152.0,597383.0
Grand St,03/20,398743.0,346884.0
Grand St,04/20,48928.0,61695.0
Grand St,05/20,72212.0,85856.0
Grand St,06/20,138334.0,154601.0
Grand St,07/20,204777.0,227221.0
Grand St,08/20,227622.0,247376.0
Grand St,09/20,266258.0,284520.0
Grand St,10/20,252313.0,273701.0
Grand St,11/20,247087.0,275345.0
Grand St,12/20,198910.0,220378.0
Grand St,01/19,803311.0,621357.0
Grand St,02/19,653600.0,490773.0
Grand St,03/19,852777.0,642900.0
Grand St,04/19,839576.0,664313.0
Grand St,05/19,878692.0,678383.0
Grand St,06/19,840432.0,652417.0
Grand St,07/19,824941.0,643825.0
Grand St,08/19,825990.0,652593.0
Grand St,09/19,845553.0,663537.0
Grand St,10/19,909552.0,715431.0
Grand St,11/19,800420.0,630503.0
Grand St,12/19,868037.0,675362.0
Grant Av,01/20,141641.0,126118.0
Grant Av,02/20,133617.0,119868.0
Grant Av,03/20,95664.0,91069.0
Grant Av,04/20,24877.0,32323.0
Grant Av,05/20,32141.0,38680.0
Grant Av,06/20,43990.0,52108.0
Grant Av,07/20,53566.0,63631.0
Grant Av,08/20,56476.0,66976.0
Grant Av,09/20,63326.0,71651.0
Grant Av,10/20,66954.0,75643.0
Grant Av,11/20,58745.0,69939.0
Grant Av,12/20,47579.0,56926.0
Grant Av,01/19,151726.0,129098.0
Grant Av,02/19,140848.0,119790.0
Grant Av,03/19,156934.0,135122.0
Grant Av,04/19,152131.0,128402.0
Grant Av,05/19,157098.0,135572.0
Grant Av,06/19,150005.0,133529.0
Grant Av,07/19,145648.0,131629.0
Grant Av,08/19,151316.0,138188.0
Grant Av,09/19,147949.0,132180.0
Grant Av,10/19,162372.0,144798.0
Grant Av,11/19,152760.0,135410.0
Grant Av,12/19,131853.0,115354.0
Greenpoint Av,01/20,268696.0,259574.0
Greenpoint Av,02/20,258603.0,216555.0
Greenpoint Av,03/20,142765.0,118103.0
Greenpoint Av,04/20,21110.0,22621.0
Greenpoint Av,05/20,30239.0,31019.0
Greenpoint Av,06/20,49891.0,50714.0
Greenpoint Av,07/20,70485.0,68203.0
Greenpoint Av,08/20,75881.0,78223.0
Greenpoint Av,09/20,92369.0,88376.0
Greenpoint Av,10/20,104584.0,97317.0
Greenpoint Av,11/20,91101.0,91172.0
Greenpoint Av,12/20,75573.0,73143.0
Greenpoint Av,01/19,248561.0,182230.0
Greenpoint Av,02/19,236408.0,173900.0
Greenpoint Av,03/19,241128.0,182966.0
Greenpoint Av,04/19,221709.0,197299.0
Greenpoint Av,05/19,271856.0,230149.0
Greenpoint Av,06/19,268395.0,222327.0
Greenpoint Av,07/19,261733.0,213352.0
Greenpoint Av,08/19,263065.0,214148.0
Greenpoint Av,09/19,268903.0,214625.0
Greenpoint Av,10/19,292150.0,224353.0
Greenpoint Av,11/19,276840.0,208093.0
Greenpoint Av,12/19,256946.0,231584.0
Grove St,01/20,550728.0,572863.0
Grove St,02/20,525059.0,543982.0
Grove St,03/20,243310.0,272152.0
Grove St,04/20,22330.0,35511.0
Grove St,05/20,32222.0,46962.0
Grove St,06/20,60904.0,80258.0
Grove St,07/20,86577.0,105801.0
Grove St,08/20,99223.0,122160.0
Grove St,09/20,126029.0,150596.0
Grove St,10/20,139219.0,168148.0
Grove St,11/20,122762.0,147741.0
Grove St,12/20,94691.0,114208.0
Grove St,01/19,514628.0,514152.0
Grove St,02/19,486110.0,485769.0
Grove St,03/19,543873.0,562011.0
Grove St,04/19,561676.0,578265.0
Grove St,05/19,586182.0,613249.0
Grove St,06/19,555509.0,573426.0
Grove St,07/19,561650.0,575761.0
Grove St,08/19,567244.0,594430.0
Grove St,09/19,565426.0,585412.0
Grove St,10/19,630365.0,648285.0
Grove St,11/19,545673.0,569250.0
Grove St,12/19,533445.0,561907.0
Gun Hill Rd,01/20,251226.0,260972.0
Gun Hill Rd,02/20,235800.0,248666.0
Gun Hill Rd,03/20,167926.0,185515.0
Gun Hill Rd,04/20,54365.0,76257.0
Gun Hill Rd,05/20,61310.0,92484.0
Gun Hill Rd,06/20,76431.0,108669.0
Gun Hill Rd,07/20,84453.0,116865.0
Gun Hill Rd,08/20,86993.0,125500.0
Gun Hill Rd,09/20,112465.0,149651.0
Gun Hill Rd,10/20,126561.0,185191.0
Gun Hill Rd,11/20,93850.0,153925.0
Gun Hill Rd,12/20,86703.0,138093.0
Gun Hill Rd,01/19,306836.0,244782.0
Gun Hill Rd,02/19,286412.0,222326.0
Gun Hill Rd,03/19,322683.0,320202.0
Gun Hill Rd,04/19,311523.0,308723.0
Gun Hill Rd,05/19,337300.0,343754.0
Gun Hill Rd,06/19,309850.0,318114.0
Gun Hill Rd,07/19,289054.0,290329.0
Gun Hill Rd,08/19,281934.0,281816.0
Gun Hill Rd,09/19,328535.0,311766.0
Gun Hill Rd,10/19,300826.0,289703.0
Gun Hill Rd,11/19,258013.0,254617.0
Gun Hill Rd,12/19,244483.0,245250.0
Halsey St,01/20,359142.0,205395.0
Halsey St,02/20,333843.0,190298.0
Halsey St,03/20,211165.0,126263.0
Halsey St,04/20,40652.0,32608.0
Halsey St,05/20,54787.0,43768.0
Halsey St,06/20,85325.0,63180.0
Halsey St,07/20,111494.0,80781.0
Halsey St,08/20,119540.0,86997.0
Halsey St,09/20,134797.0,97632.0
Halsey St,10/20,146127.0,109676.0
Halsey St,11/20,130900.0,99681.0
Halsey St,12/20,104664.0,80751.0
Halsey St,01/19,363550.0,207683.0
Halsey St,02/19,307206.0,167873.0
Halsey St,03/19,361265.0,203096.0
Halsey St,04/19,378820.0,214695.0
Halsey St,05/19,386165.0,221884.0
Halsey St,06/19,369705.0,211261.0
Halsey St,07/19,350016.0,198726.0
Halsey St,08/19,355290.0,199721.0
Halsey St,09/19,361514.0,206388.0
Halsey St,10/19,392256.0,224007.0
Halsey St,11/19,361635.0,200010.0
Halsey St,12/19,351477.0,196400.0
Harlem - 148 St,01/20,96368.0,97248.0
Harlem - 148 St,02/20,93643.0,91304.0
Harlem - 148 St,03/20,59034.0,59727.0
Harlem - 148 St,04/20,11732.0,13241.0
Harlem - 148 St,05/20,13335.0,16097.0
Harlem - 148 St,06/20,16976.0,19626.0
Harlem - 148 St,07/20,23791.0,27123.0
Harlem - 148 St,08/20,27606.0,33834.0
Harlem - 148 St,09/20,34592.0,38833.0
Harlem - 148 St,10/20,39531.0,42994.0
Harlem - 148 St,11/20,34884.0,39463.0
Harlem - 148 St,12/20,26961.0,30203.0
Harlem - 148 St,01/19,96093.0,92001.0
Harlem - 148 St,02/19,93182.0,89656.0
Harlem - 148 St,03/19,105947.0,102587.0
Harlem - 148 St,04/19,101462.0,97256.0
Harlem - 148 St,05/19,101816.0,98890.0
Harlem - 148 St,06/19,99193.0,100468.0
Harlem - 148 St,07/19,94702.0,97657.0
Harlem - 148 St,08/19,72807.0,64887.0
Harlem - 148 St,09/19,99785.0,95679.0
Harlem - 148 St,10/19,107738.0,106624.0
Harlem - 148 St,11/19,92957.0,96929.0
Harlem - 148 St,12/19,85571.0,84246.0
Harrison,01/20,213071.0,228485.0
Harrison,02/20,197464.0,216201.0
Harrison,03/20,108959.0,132003.0
Harrison,04/20,11182.0,25162.0
Harrison,05/20,16386.0,25344.0
Harrison,06/20,30549.0,43502.0
Harrison,07/20,47024.0,57522.0
Harrison,08/20,48690.0,62964.0
Harrison,09/20,56554.0,70670.0
Harrison,10/20,61589.0,76769.0
Harrison,11/20,62478.0,65171.0
Harrison,12/20,42755.0,52583.0
Harrison,01/19,203345.0,216108.0
Harrison,02/19,186680.0,195094.0
Harrison,03/19,216098.0,224265.0
Harrison,04/19,220088.0,230463.0
Harrison,05/19,233749.0,248685.0
Harrison,06/19,237964.0,248316.0
Harrison,07/19,232023.0,252733.0
Harrison,08/19,233305.0,248423.0
Harrison,09/19,226988.0,240668.0
Harrison,10/19,240729.0,255583.0
Harrison,11/19,209261.0,233117.0
Harrison,12/19,211681.0,220615.0
Hewes St,01/20,95297.0,86802.0
Hewes St,02/20,94924.0,85891.0
Hewes St,03/20,56805.0,50457.0
Hewes St,04/20,9786.0,11557.0
Hewes St,05/20,13534.0,14467.0
Hewes St,06/20,19355.0,19810.0
Hewes St,07/20,25661.0,26423.0
Hewes St,08/20,26653.0,27012.0
Hewes St,09/20,31759.0,31899.0
Hewes St,10/20,33410.0,34331.0
Hewes St,11/20,32534.0,33141.0
Hewes St,12/20,24902.0,26934.0
Hewes St,01/19,62126.0,41184.0
Hewes St,02/19,85910.0,66812.0
Hewes St,03/19,100958.0,70248.0
Hewes St,04/19,95078.0,62803.0
Hewes St,05/19,98673.0,77256.0
Hewes St,06/19,95966.0,75524.0
Hewes St,07/19,92270.0,77143.0
Hewes St,08/19,93514.0,78002.0
Hewes St,09/19,102333.0,87028.0
Hewes St,10/19,104897.0,89877.0
Hewes St,11/19,99522.0,87963.0
Hewes St,12/19,95093.0,83994.0
High St,01/20,277625.0,317407.0
High St,02/20,245825.0,297349.0
High St,03/20,120490.0,148554.0
High St,04/20,10645.0,15435.0
High St,05/20,16308.0,23823.0
High St,06/20,28977.0,43874.0
High St,07/20,37624.0,56624.0
High St,08/20,44981.0,70648.0
High St,09/20,59853.0,87829.0
High St,10/20,63555.0,92193.0
High St,11/20,51056.0,77299.0
High St,12/20,36729.0,55684.0
High St,01/19,238528.0,272440.0
High St,02/19,233969.0,256073.0
High St,03/19,275364.0,321224.0
High St,04/19,313648.0,379967.0
High St,05/19,331249.0,389228.0
High St,06/19,312430.0,369991.0
High St,07/19,310877.0,376315.0
High St,08/19,326252.0,393573.0
High St,09/19,324380.0,388256.0
High St,10/19,343058.0,407216.0
High St,11/19,294084.0,352403.0
High St,12/19,267908.0,330729.0
Hoboken,01/20,680281.0,694537.0
Hoboken,02/20,662294.0,668259.0
Hoboken,03/20,306777.0,319340.0
Hoboken,04/20,19640.0,32451.0
Hoboken,05/20,28586.0,41003.0
Hoboken,06/20,55435.0,70014.0
Hoboken,07/20,83345.0,103816.0
Hoboken,08/20,100303.0,120101.0
Hoboken,09/20,127727.0,151150.0
Hoboken,10/20,147007.0,170555.0
Hoboken,11/20,116605.0,137658.0
Hoboken,12/20,84733.0,99851.0
Hoboken,01/19,710757.0,668389.0
Hoboken,02/19,637329.0,596423.0
Hoboken,03/19,710329.0,692965.0
Hoboken,04/19,725275.0,714873.0
Hoboken,05/19,722953.0,714582.0
Hoboken,06/19,713796.0,750080.0
Hoboken,07/19,761392.0,791739.0
Hoboken,08/19,747758.0,764185.0
Hoboken,09/19,734786.0,721220.0
Hoboken,10/19,777486.0,771498.0
Hoboken,11/19,679612.0,691702.0
Hoboken,12/19,651536.0,661782.0
Houston St,01/20,360962.0,248405.0
Houston St,02/20,332286.0,235529.0
Houston St,03/20,166332.0,119043.0
Houston St,04/20,15176.0,14272.0
Houston St,05/20,18765.0,16773.0
Houston St,06/20,33588.0,26549.0
Houston St,07/20,49232.0,40040.0
Houston St,08/20,52752.0,46975.0
Houston St,09/20,63215.0,57372.0
Houston St,10/20,74534.0,71021.0
Houston St,11/20,63188.0,56612.0
Houston St,12/20,51813.0,46935.0
Houston St,01/19,371690.0,249225.0
Houston St,02/19,353205.0,231165.0
Houston St,03/19,388336.0,254868.0
Houston St,04/19,398307.0,257996.0
Houston St,05/19,397166.0,258869.0
Houston St,06/19,384755.0,259594.0
Houston St,07/19,385882.0,264882.0
Houston St,08/19,347226.0,239546.0
Houston St,09/19,368689.0,250167.0
Houston St,10/19,411949.0,282423.0
Houston St,11/19,361699.0,245868.0
Houston St,12/19,344823.0,233115.0
Howard Beach,01/20,65117.0,76577.0
Howard Beach,02/20,59078.0,66490.0
Howard Beach,03/20,34230.0,37284.0
Howard Beach,04/20,4495.0,5029.0
Howard Beach,05/20,4664.0,4908.0
Howard Beach,06/20,5945.0,7475.0
Howard Beach,07/20,9211.0,10371.0
Howard Beach,08/20,10077.0,11692.0
Howard Beach,09/20,11418.0,13001.0
Howard Beach,10/20,18930.0,10005.0
Howard Beach,11/20,18182.0,7386.0
Howard Beach,12/20,15055.0,5936.0
Howard Beach - JFK Airport,01/20,58030.0,5143.0
Howard Beach - JFK Airport,02/20,52050.0,4641.0
Howard Beach - JFK Airport,03/20,35163.0,7143.0
Howard Beach - JFK Airport,04/20,5879.0,2161.0
Howard Beach - JFK Airport,05/20,6321.0,2752.0
Howard Beach - JFK Airport,06/20,8907.0,3465.0
Howard Beach - JFK Airport,07/20,11604.0,4192.0
Howard Beach - JFK Airport,08/20,12583.0,4661.0
Howard Beach - JFK Airport,09/20,14290.0,4877.0
Howard Beach - JFK Airport,10/20,16194.0,5243.0
